offset	lemma	field	semcor	zipf	why	nearest	flags	gloss
08309086	convention	group	4	4.5	semcor	meeting		"a large formal assembly; ""political convention"""
05695806	counterpart	cognition	12	3.7	semcor	cognition		a person or thing having the same function or characteristics as another
13457378	decline	process	5	4.4	semcor	process	word present in another sense	change toward something smaller or lower
09407346	remains	object	1	4.8	zipf	physical-object		"any object that is left unused or still extant; ""I threw out the remains of my dinner"""
00257580	shower	act	4	4.5	semcor	cleaning	word present in another sense	"washing yourself by standing upright under water sprayed from a nozzle; ""he took a shower "
01233627	appearance	act	2	4.69	zipf	act	word present in another sense	formal attendance (in court or at a hearing) of a party in an action
00925207	formation	act	4	4.49	semcor	manufacture	word present in another sense	the act of fabricating something in a particular shape
06341431	Mrs	communication	0	4.89	zipf	title-of-respect		a form of address for a married woman
13246079	effects	possession	0	4.89	zipf	belongings		"property of a personal character that is portable but not used in business; ""she left some"
07370125	entrance	event	5	4.39	semcor	event	word present in another sense	a movement into or inward
06328643	gender	communication	3	4.59	semcor	collection		a grammatical category in inflected languages governing the agreement between nouns and pr
14473655	good_fortune	state	6	4.29	semcor	destiny	word present in another sense	an auspicious state resulting from favorable outcomes
14480420	liquid	state	5	4.39	semcor	state-of-matter	word present in another sense	the state in which a substance exhibits a characteristic readiness to flow with little or 
05046009	timing	attribute	6	4.29	semcor	attribute		the time when something happens
08675967	urban_area	location	3	4.59	semcor	geographical-area		a geographical area constituting a city or town
06962600	Latin	communication	4	4.48	semcor	natural-language		any dialect of the language of ancient Rome
10350220	Nazi	person	6	4.28	semcor	adult		a German member of Adolf Hitler's political party
01057759	feeding	act	6	4.28	semcor	provision		the act of supplying food and nourishment
00730247	assignment	act	7	4.18	semcor	duty	word present in another sense	"a duty that you are assigned to perform (especially in the armed forces); ""hazardous duty"""
07939638	classification	group	7	4.18	semcor	group		a group of people or things arranged by class or category
04836074	enterprise	attribute	5	4.38	semcor	motivational-drive	word present in another sense	readiness to embark on bold new ventures
08056231	enterprise	group	5	4.38	semcor	organization	word present in another sense	"an organization created for business ventures; ""a growing enterprise must have a bold lead"
01007053	intelligence_test	act	3	4.58	semcor	activity		"a psychometric test of intelligence; ""they used to think that intelligence is what an inte"
05138958	merit	attribute	8	4.08	semcor	worth	word present in another sense	"any admirable quality or attribute; ""work of great merit"""
08390511	militia	group	10	3.88	semcor	military-unit		civilians trained as soldiers but not part of the regular army
13314936	rates	possession	0	4.88	zipf	tax		a local tax on property (usually used in the plural)
07419792	recovery	event	3	4.58	semcor	change	word present in another sense	"return to an original state; ""the recovery of the forest after the fire was surprisingly r"
10707804	thief	person	10	3.88	semcor	criminal		a criminal who takes property belonging to someone else with the intention of keeping it o
04966240	amber	attribute	9	3.97	semcor	attribute	word present in another sense	"a deep yellow color; ""an amber light illuminated the room""; ""he admired the gold of her ha"
05202497	capability	attribute	8	4.07	semcor	ability		"the quality of being capable -- physically or intellectually or legally; ""he worked to the"
07491038	delight	feeling	9	3.97	semcor	pleasure		"a feeling of extreme pleasure or satisfaction; ""his delight to see her was obvious to all"""
00769092	fraud	act	5	4.37	semcor	crime	word present in another sense	intentional deception resulting in injury to another person
06720784	name_calling	communication	0	4.87	zipf	information		"verbal abuse; a crude substitute for argument; ""sticks and stones may break my bones but n"
11683989	seed	plant	5	4.37	semcor	plant-part	word present in another sense	a mature fertilized plant ovule consisting of an embryo and its food source and having a p
05148699	utility	attribute	6	4.27	semcor	attribute	word present in another sense	the quality of being of practical use
05397333	vessel	body	6	4.27	semcor	tube	word present in another sense	a tube in which a body fluid circulates
03086183	concentration_camp	artifact	7	4.16	semcor	camp		a penal camp where political prisoners or prisoners of war are confined (usually under har
00882159	listening	act	2	4.66	zipf	activity		"the act of hearing attentively; ""you can learn a lot by just listening""; ""they make good m"
03850966	opium	artifact	14	3.46	semcor	drug		an addictive narcotic extracted from seed capsules of the opium poppy
03871083	package	artifact	4	4.46	semcor	container	word present in another sense	a wrapped container
10589140	sheriff	person	7	4.16	semcor	person		the principal law-enforcement officer in a county
05660937	teaching_method	cognition	4	4.46	semcor	method		the principles and methods of instruction
00922327	mining	act	3	4.56	semcor	economic-production		the act of extracting ores or coal etc from the earth
14010927	arrest	state	3	4.55	semcor	state	word present in another sense	"the state of inactivity following an interruption; ""the negotiations were in arrest""; ""hel"
03067518	cold_frame	artifact	4	4.45	semcor	artifact		protective covering consisting of a wooden frame with a glass top in which small plants ar
00243918	cooking	act	4	4.45	semcor	act		"the act of preparing something (as food) by the application of heat; ""cooking can be a gre"
08218592	day_shift	group	3	4.55	semcor	organization		workers who work during the day (as 8 a.m. to 4 p.m.)
03238131	dressing_room	artifact	7	4.15	semcor	room		a room in which you can change clothes
00072068	error	act	3	4.55	semcor	act	word present in another sense	(baseball) a failure of a defensive player to make an out when normal play would have suff
04853765	error	attribute	3	4.55	semcor	attribute	word present in another sense	departure from what is ethically acceptable
00260881	land_reform	act	4	4.45	semcor	reform		a redistribution of agricultural land (especially by government action)
05119223	luxury	attribute	5	4.35	semcor	trait		something that is an indulgence rather than a necessity
07323922	origin	event	3	4.55	semcor	event	word present in another sense	an event that is a beginning; a first part or stage of subsequent events
03945167	pipe	artifact	6	4.25	semcor	tubing	word present in another sense	a tube with a small bowl at one end; used for smoking tobacco
03960664	plate	artifact	3	4.55	semcor	illustration	word present in another sense	a full-page illustration (usually on slick paper)
08190609	task_force	group	3	4.55	semcor	military-unit		a temporary military unit formed to accomplish a particular objective
07113732	tone_system	communication	4	4.45	semcor	system		the system of tones used in a particular language or dialect of a tone language
07295629	wages	event	6	4.25	semcor	result	word present in another sense	"a recompense for worthy acts or retribution for wrongdoing; ""the wages of sin is death""; """
00048225	arrival	act	4	4.44	semcor	accomplishment		accomplishment of an objective
13987423	happiness	state	4	4.44	semcor	emotion		state of well-being characterized by emotions ranging from contentment to intense joy
04808639	popularity	attribute	6	4.24	semcor	attribute		"the quality of being widely admired or accepted or sought after; ""his charm soon won him a"
07359920	population_shift	event	4	4.44	semcor	change		a change in the relative numbers of the different groups of individuals making up a popula
14591091	suspension	substance	6	4.24	semcor	mixture		a mixture in which fine particles are suspended in a fluid where they are supported by buo
07273136	tag	communication	4	4.44	semcor	label	word present in another sense	a label written or printed on paper, cardboard, or plastic that is attached to something t
09477037	web	object	1	4.74	zipf	physical-object	word present in another sense	"an intricate network suggesting something that was formed by weaving or interweaving; ""the"
05051249	duration	attribute	7	4.14	semcor	attribute		"continuance in time; ""the ceremony was of short duration""; ""he complained about the length"
08557482	empire	location	3	4.54	semcor	region	word present in another sense	the domain ruled by an emperor or empress; the region over which imperial dominion is exer
03537085	horn	artifact	7	4.14	semcor	noisemaker	word present in another sense	a noisemaker (as at parties or games) that makes a loud noise when you blow through it
14451189	hurry	state	7	4.14	semcor	need	word present in another sense	"a condition of urgency making it necessary to hurry; ""in a hurry to lock the door"""
15206195	quarter-century	time	3	4.54	semcor	time-period		a period of 25 years
07246932	weapon	communication	3	4.54	semcor	communication	word present in another sense	"a means of persuading or arguing; ""he used all his conversational weapons"""
03007130	chapel	artifact	8	4.03	semcor	building		a place of worship that has its own altar
06788785	recipe	communication	6	4.23	semcor	information	word present in another sense	directions for making something
08263113	Republican_Party	group	2	4.63	zipf	political-party		the younger of two major political parties in the United States; GOP is an acronym for gra
05076472	composition	attribute	5	4.33	semcor	placement	word present in another sense	the spatial property resulting from the arrangement of parts in relation to each other and
07289481	miracle	event	7	4.13	semcor	event	word present in another sense	any amazing or wonderful occurrence
10471250	priest	person	5	4.33	semcor	leader	word present in another sense	a person who performs religious duties and ceremonies in a non-Christian religion
08112096	profession	group	7	4.13	semcor	group	word present in another sense	"the body of people in a learned occupation; ""the news spread rapidly through the medical p"
00121366	transmission	act	5	4.33	semcor	act	word present in another sense	the act of sending a message; causing a message to be transmitted
02207449	worker	animal	4	4.43	semcor	insect	word present in another sense	sterile member of a colony of social insects that forages for food and cares for the larva
07544647	affection	feeling	9	3.92	semcor	feeling	word present in another sense	"a positive feeling of liking; ""he had trouble expressing the affection he felt""; ""the chil"
00721660	behalf	act	4	4.42	semcor	duty		"as the agent of or on someone's part (usually expressed as ""on behalf of"" rather than ""in "
02827883	belt	artifact	4	4.42	semcor	loop	word present in another sense	endless loop of flexible material between two rotating shafts or pulleys
01026897	ceremony	act	4	4.42	semcor	activity	word present in another sense	"any activity that is performed in an especially solemn elaborate or formal way; ""the cerem"
09945319	communist	person	5	4.32	semcor	politician	word present in another sense	a socialist who advocates communism
08387035	cream	group	2	4.62	zipf	elite	word present in another sense	"the best people or things in a group; ""the cream of England's young men were killed in the"
07189130	prayer	communication	4	4.42	semcor	act	word present in another sense	reverent petition to a deity
03235042	drawing_room	artifact	3	4.52	semcor	room		a formal room where visitors can be received and entertained
05632446	fantasy	cognition	3	4.52	semcor	cognition		"imagination unrestricted by reality; ""a schoolgirl fantasy"""
13994806	license	state	3	4.52	semcor	freedom	word present in another sense	freedom to deviate deliberately from normally applicable rules or practices (especially in
03674591	links	artifact	1	4.72	zipf	facility		a golf course that is built on sandy ground near a shore
13874384	arc	shape	6	4.21	semcor	curved-shape		a continuous portion of a circle
05668095	code_of_conduct	cognition	4	4.41	semcor	normal		a set of conventional principles and expectations that are considered binding on any perso
09936620	collector	person	9	3.91	semcor	person		a person who collects things
09614684	defender	person	7	4.11	semcor	person		a person who cares for persons or property
05056102	immortality	attribute	14	3.41	semcor	attribute		the quality or state of being immortal
01128137	law_enforcement	act	4	4.41	semcor	act		ensuring obedience to the laws
10460806	potter	person	7	4.11	semcor	craftsman		a craftsman who shapes pottery on a potter's wheel and bakes them it a kiln
04283378	spoke	artifact	2	4.61	zipf	support-device		support consisting of a radial member of a wheel joining the hub to the rim
00878456	stare	act	9	3.91	semcor	activity		a fixed look with eyes open wide
08285246	technical_school	group	1	4.71	zipf	school		a school teaching mechanical and industrial arts and the applied sciences
09941383	commander	person	3	4.51	semcor	leader		someone in an official position of authority who can command or control others
05748054	discrimination	cognition	5	4.31	semcor	cognition	word present in another sense	the cognitive process whereby two or more stimuli are distinguished
14052403	disorder	state	5	4.31	semcor	condition		"a physical condition in which there is a disturbance of normal functioning; ""the doctor pr"
06616806	documentary	communication	5	4.31	semcor	film		a film or TV program presenting the facts about a person or event
14874196	free_radical	substance	5	4.31	semcor	atom	word present in another sense	an atom or group of atoms with at least one unpaired electron; in the body it is usually a
15143726	grave	time	5	4.31	semcor	amount	word present in another sense	"death of a person; ""he went to his grave without forgiving me""; ""from cradle to grave"""
03830835	nose	artifact	3	4.51	semcor	front	word present in another sense	"a front that resembles a human nose (especially the front of an aircraft); ""the nose of th"
07347224	sound_wave	event	3	4.51	semcor	wave-motion		(acoustics) a wave that transmits sound
07553301	sympathy	feeling	8	4.01	semcor	feeling	word present in another sense	sharing the feelings of others (especially feelings of sorrow or anguish)
13947174	tie	state	3	4.51	semcor	status		equality of score in a contest
09716933	Roman	person	3	4.5	semcor	inhabitant		a resident of modern Rome
12633638	apple_tree	plant	3	4.5	semcor	tree		any tree of the genus Malus especially those bearing firm rounded edible fruits
07500159	approval	feeling	3	4.5	semcor	feeling		"a feeling of liking something or someone good; ""although she fussed at them, she secretly "
14883206	crystal	substance	4	4.4	semcor	substance	word present in another sense	a solid formed by the solidification of a chemical and having a highly regular atomic stru
15272029	delay	time	4	4.4	semcor	pause	word present in another sense	"time during which some action is awaited; ""instant replay caused too long a delay""; ""he or"
07125786	devil	communication	5	4.3	semcor	information		"a word used in exclamations of confusion; ""what the devil""; ""the deuce with it""; ""the dick"
08584449	hiding_place	location	5	4.3	semcor	topographic-point		a place suitable for hiding something (such as yourself)
03679384	living_quarters	artifact	6	4.2	semcor	housing		"housing available for people to live in; ""he found quarters for his family""; ""I visited hi"
08231678	minor_league	group	3	4.5	semcor	association		a league of teams that do not belong to a major league (especially baseball)
05926236	wisdom	cognition	5	4.3	semcor	cognition		accumulated knowledge or erudition or enlightenment
03028596	church_bell	artifact	3	4.49	semcor	device		"a bell in a church tower (usually sounded to summon people to church); ""church bells were "
05734018	criticism	cognition	3	4.49	semcor	appraisal	word present in another sense	"a serious examination and judgment of something; ""constructive criticism is always appreci"
10784281	junior	person	3	4.49	semcor	person		"term of address for a disrespectful and annoying male; ""look here, junior, it's none of yo"
10329945	monster	person	3	4.49	semcor	person		a cruel wicked and inhuman person
04886646	pride	attribute	3	4.49	semcor	trait	word present in another sense	the trait of being spurred on by a dislike of falling below your standards
02979662	cast	artifact	0	4.79	zipf	copy	word present in another sense	object formed by a mold
07450651	celebration	event	5	4.29	semcor	social-occasion	word present in another sense	a joyful occasion for special festivities to mark some happy event
00875246	estimate	act	5	4.29	semcor	judgment	word present in another sense	"a judgment of the qualities of something or somebody; ""many factors are involved in any es"
06875697	sign_language	communication	0	4.79	zipf	language		language expressed by visible hand gestures
04299370	stall	artifact	10	3.79	semcor	room	word present in another sense	a compartment in a stable where a single animal is confined and fed
06536389	translation	communication	4	4.39	semcor	indication	word present in another sense	a written communication in a second language having the same meaning as the written commun
02894337	breakfast_table	artifact	3	4.48	semcor	table		a table where breakfast is eaten
00831191	breathing	act	5	4.28	semcor	organic-process		the bodily process of inhalation and exhalation; the process of taking in oxygen from inha
03456186	grey	artifact	3	4.48	semcor	clothing		"clothing that is a grey color; ""he was dressed in grey"""
06564387	legislative_act	communication	5	4.28	semcor	legal-document		an act passed by a legislative body
03112099	corridor	artifact	9	3.88	semcor	artifact		an enclosed passageway; rooms usually open onto it
10130877	girlfriend	person	1	4.68	zipf	woman	word present in another sense	"any female friend; ""Mary and her girlfriend organized the party"""
10224578	journalist	person	4	4.38	semcor	writer		a writer for newspapers and magazines
05921123	kernel	cognition	12	3.58	semcor	cognition	word present in another sense	"the choicest or most essential or most vital part of some idea or experience; ""the gist of"
01743086	anaconda	animal	18	2.97	semcor	snake		large arboreal boa of tropical South America
14857021	effluent	substance	21	2.67	semcor	waste		water mixed with waste matter
05060189	haste	attribute	14	3.37	semcor	pace	word present in another sense	"overly eager speed (and possible carelessness); ""he soon regretted his haste"""
05127782	horizon	attribute	7	4.07	semcor	scope	word present in another sense	"the range of interest or activity that can be anticipated; ""It is beyond the horizon of pr"
05108740	quantity	attribute	7	4.07	semcor	magnitude	word present in another sense	"an adequate or large amount; ""he had a quantity of ammunition"""
00834636	smoke	act	1	4.67	zipf	organic-process	word present in another sense	"the act of smoking tobacco or other substances; ""he went outside for a smoke""; ""smoking st"
15269513	time_interval	time	10	3.77	semcor	amount		a definite length of time marked off by two instants
06594258	weekly	communication	2	4.57	zipf	series		a periodical that is published every week (or 52 issues per year)
15131994	Eastern_Time	time	0	4.77	zipf	time		standard time in the 5th time zone west of Greenwich, reckoned at the 75th meridian; used 
08302724	World_Health_Organization	group	0	4.77	zipf	organization		a United Nations agency to coordinate international health activities and to help governme
04961331	bone	attribute	3	4.47	semcor	attribute	word present in another sense	a shade of white the color of bleached bones
14757848	bone	substance	3	4.47	semcor	animal-material	word present in another sense	the porous calcified substance from which bones are made
00729285	lesson	act	3	4.47	semcor	assignment	word present in another sense	"a task assigned for individual study; ""he did the lesson for today"""
00098385	mechanism	act	5	4.27	semcor	carrying-out	word present in another sense	"the technical aspects of doing something; ""a mechanism of social control""; ""mechanisms of "
14515633	province	state	3	4.47	semcor	situation	word present in another sense	"the proper sphere or extent of your activities; ""it was his province to take care of himse"
08398179	rank_and_file	group	5	4.27	semcor	organization	word present in another sense	"the ordinary members of an organization (such as the enlisted soldiers of an army); ""the s"
05924920	criterion	cognition	13	3.46	semcor	idea	word present in another sense	"the ideal in terms of which something can be judged; ""they live by the standards of their "
05752422	letters	cognition	1	4.66	zipf	cognition		"the literary culture; ""this book shows American letters at its best"""
07087641	transition	communication	3	4.46	semcor	musical-composition		a musical passage moving from one key to another
00152018	designation	act	10	3.76	semcor	act	word present in another sense	the act of designating or identifying something
05710687	detection	cognition	7	4.06	semcor	perception		"the perception that something has occurred or some state exists; ""early detection can ofte"
10083358	fellow	person	0	4.76	zipf	man	word present in another sense	"an informal form of address for a man; ""Say, fellow, what are you doing?""; ""Hey buster, wh"
09767700	actress	person	3	4.45	semcor	actor		a female actor
01127019	enforcement	act	3	4.45	semcor	act		the act of enforcing; ensuring observance of or obedience to
07975026	gathering	group	5	4.25	semcor	group		a group of persons together in one place
08414964	grand_jury	group	4	4.35	semcor	jury		a jury to inquire into accusations of crime and to evaluate the grounds for indictments
05275651	long_bone	body	3	4.45	semcor	bone		in limbs of vertebrate animals: a long cylindrical bone that contains marrow
10311021	messenger	person	8	3.95	semcor	traveler	word present in another sense	a person who carries a message
00048374	arrival	act	3	4.44	semcor	act		"the act of arriving at a certain place; ""they awaited her arrival"""
00157463	exposure	act	3	4.44	semcor	act	word present in another sense	"the act of subjecting someone to an influencing experience; ""she denounced the exposure of"
08409835	junior_high_school	group	3	4.44	semcor	school		a secondary school usually including 7th and 8th grades
06275095	cable	communication	2	4.54	zipf	message	word present in another sense	a telegram sent abroad
02935891	cafeteria	artifact	13	3.44	semcor	restaurant		a restaurant where you serve yourself and pay a cashier
00948206	exploitation	act	9	3.84	semcor	activity	word present in another sense	"the act of making some area of land or water more profitable or productive or useful; ""the"
06512324	joint_resolution	communication	4	4.34	semcor	document		a resolution passed by both houses of Congress which becomes legally binding when signed b
00120202	leap	act	8	3.94	semcor	act	word present in another sense	a light, self-propelled movement upwards or forwards
10318293	mill-hand	person	4	4.34	semcor	employee		a workman in a mill or factory
00880046	monitoring	act	4	4.34	semcor	activity		"the act of observing something (and sometimes keeping a record of it); ""the monitoring of "
07203016	sketch	communication	7	4.04	semcor	act	word present in another sense	a brief literary description
01213886	backing	act	5	4.23	semcor	blessing	word present in another sense	"the act of providing approval and support; ""his vigorous backing of the conservatives got "
02937469	cake	artifact	2	4.53	zipf	artifact	word present in another sense	"a block of solid substance (such as soap or wax); ""a bar of chocolate"""
10019072	district_attorney	person	2	4.53	zipf	prosecutor		an official prosecutor for a judicial district
15268993	threshold	time	7	4.03	semcor	commencement		"the starting point for a new state or experience; ""on the threshold of manhood"""
07026239	chamber_music	communication	3	4.43	semcor	music		serious music performed by a small group of musicians
01144876	guidance	act	4	4.33	semcor	management	word present in another sense	the act of guiding or showing the way
07202579	label	communication	3	4.43	semcor	act	word present in another sense	"a brief description given for purposes of identification; ""the label Modern is applied to "
08113797	ministry	group	1	4.63	zipf	group	word present in another sense	religious ministers collectively (especially Presbyterian)
00106272	pitch	act	3	4.43	semcor	act	word present in another sense	(baseball) the act of throwing a baseball by a pitcher to a batter
07695965	sandwich	food	6	4.13	semcor	snack-food		two (or more) slices of bread with a filling between them
02734725	architecture	artifact	3	4.42	semcor	building	word present in another sense	an architectural product or work
00088481	capture	act	3	4.42	semcor	act		the act of forcibly dispossessing an owner of property
03200701	dining_room	artifact	6	4.12	semcor	room		a room used for dining
03297735	establishment	artifact	3	4.42	semcor	structure		a public or private structure (business or governmental or educational) including building
05650329	faculty	cognition	4	4.32	semcor	cognition	word present in another sense	one of the inherent cognitive or perceptual powers of the mind
10382380	ordinary	person	3	4.42	semcor	judge		a judge of a probate court
05022457	flexibility	attribute	7	4.02	semcor	attribute		the property of being flexible; easily bent or shaped
00336805	kick	act	0	4.72	zipf	motion	word present in another sense	"a rhythmic thrusting movement of the legs as in swimming or calisthenics; ""the kick must b"
09733333	Swiss	person	5	4.21	semcor	people		the natives or inhabitants of Switzerland
07966570	minority	group	3	4.41	semcor	group	word present in another sense	a group of people who differ racially or politically from a larger group of which it is a 
08500433	outer_space	location	5	4.21	semcor	place	word present in another sense	"any location outside the Earth's atmosphere; ""the astronauts walked in outer space without"
05710356	penetration	cognition	10	3.71	semcor	cognition	word present in another sense	clear or deep perception of a situation
03965456	plaza	artifact	8	3.91	semcor	structure	word present in another sense	mercantile establishment consisting of a carefully landscaped complex of shops representin
04046810	rail	artifact	3	4.41	semcor	railway	word present in another sense	"short for railway; ""he traveled by rail""; ""he was concerned with rail safety"""
00810598	retention	act	9	3.81	semcor	activity		the act of retaining something
10547145	saint	person	3	4.41	semcor	deity		a person who has died and has been declared a saint by canonization
10580772	sergeant	person	6	4.11	semcor	skilled-worker		any of several noncommissioned officer ranks in the Army or Air Force or Marines ranking a
10749123	veteran	person	5	4.21	semcor	expert	word present in another sense	an experienced person who has been through many battles; someone who has given long servic
10749353	veteran	person	5	4.21	semcor	skilled-worker	word present in another sense	a person who has served in the armed forces
08518374	campus	location	2	4.51	zipf	field		a field on which the buildings of a university are situated
14941230	liquor	substance	7	4.01	semcor	liquid-substance	word present in another sense	a liquid substance that is a solution (or emulsion or suspension) used or obtained in an i
13332009	natural_resource	possession	4	4.31	semcor	possession		resources (actual and potential) supplied by nature
08293982	alliance	group	3	4.4	semcor	organization	word present in another sense	an organization of people (or countries) involved in a pact or treaty
09801864	apprentice	person	10	3.7	semcor	person	word present in another sense	works for an expert to learn a trade
02880189	bow	artifact	4	4.3	semcor	knot	word present in another sense	a knot with two loops and loose ends; used to tie shoelaces
00992331	dating	act	0	4.7	zipf	work		use of chemical analysis to estimate the age of geological specimens
01135372	dealing	act	1	4.6	zipf	management		"method or manner of conduct in relation to others; ""honest dealing"""
10011785	dick	person	0	4.7	zipf	detective	colloquial	someone who is a detective
11525303	elements	phenomenon	0	4.7	zipf	weather		"violent or severe weather (viewed as caused by the action of the four elements); ""they fel"
03315805	facing	artifact	2	4.5	zipf	liner		a lining applied to the edge of a garment for ornamentation or strengthening
00433802	gymnastics	act	11	3.6	semcor	sport		a sport that involves exercises intended to display strength and balance and agility
06009537	major_axis	cognition	7	4.0	semcor	place		the longest axis of an ellipse or ellipsoid; passes through the two foci
14535431	moisture	state	8	3.9	semcor	condition		"wetness caused by water; ""drops of wet gleamed on the window"""
05761559	recall	cognition	3	4.4	semcor	cognition		the process of remembering (especially the process of recovering information by mental eff
09218641	ben	object	0	4.69	zipf	mountain		"a mountain or tall hill; ""they were climbing the ben"""
09504915	destiny	person	5	4.19	semcor	agent	word present in another sense	the ultimate agency regarded as predetermining the course of events (often personified as 
14459422	perfection	state	7	3.99	semcor	state		the state of being without a flaw or defect
00400645	rehabilitation	act	7	3.99	semcor	restoration	word present in another sense	the restoration of someone to a useful place in society
09845589	beast	person	4	4.29	semcor	wrongdoer	word present in another sense	a cruelly rapacious person
00049003	entrance	act	3	4.39	semcor	act	word present in another sense	"the act of entering; ""she made a grand entrance"""
14858950	fallout	substance	10	3.69	semcor	dust		the radioactive particles that settle to the ground after a nuclear explosion
03343853	firearm	artifact	10	3.69	semcor	gun	word present in another sense	"a portable gun; ""he wore his firearm in a shoulder holster"""
04716864	fitness	attribute	3	4.39	semcor	attribute	word present in another sense	"the quality of being suitable; ""they had to prove their fitness for the position"""
07971023	folks	group	1	4.59	zipf	kin		"your parents; ""he wrote to his folks every day"""
13931436	love_affair	state	4	4.29	semcor	relationship		a relationship between two lovers
06094587	physics	cognition	3	4.39	semcor	natural-science	word present in another sense	"the physical properties, phenomena, and laws of something; ""he studied the physics of radi"
14758536	shell	substance	3	4.39	semcor	animal-material	word present in another sense	the material that forms the hard outer covering of many animals
06904943	tone_language	communication	3	4.39	semcor	natural-language		a language in which different tones distinguish different meanings
01205156	collaboration	act	4	4.28	semcor	act		"act of working jointly; ""they worked either in collaboration or independently"""
15137425	spare_time	time	4	4.28	semcor	time-period		time available for hobbies and other activities that you enjoy
09179264	occasion	motive	3	4.38	semcor	motivation	word present in another sense	"reason; ""there was no occasion for complaint"""
10470460	prey	person	7	3.98	semcor	victim	word present in another sense	a person who is the aim of an attack (especially a victim of ridicule or exploitation) by 
04717139	qualification	attribute	8	3.88	semcor	attribute		"an attribute that must be met or complied with and that fits a person for something; ""her "
11510067	solar_radiation	phenomenon	6	4.08	semcor	physical-phenomenon	word present in another sense	radiation from the sun
00212065	graduation	act	6	4.07	semcor	act		the successful completion of a program of study
03470629	gun_trigger	artifact	5	4.17	semcor	bar		lever that activates the firing mechanism of a gun
13851067	index	relation	1	4.57	zipf	scale-of-measurement	word present in another sense	a numerical scale used to compare variables with one another or with some reference number
05033046	legs	attribute	0	4.67	zipf	strength	slang	"staying power; ""that old Broadway play really has legs"""
00751944	lying	act	0	4.67	zipf	activity	word present in another sense	the deliberate act of deviating from the truth
15153225	maturity	time	8	3.87	semcor	day-of-the-month		the date on which an obligation must be repaid
12390485	pansy	plant	19	2.77	semcor	plant		large-flowered garden plant derived chiefly from the wild pansy of Europe and having velve
15134340	span	time	6	4.07	semcor	time-period		"the complete duration of something; ""the job was finished in the span of an hour"""
06734467	testimony	communication	5	4.17	semcor	information		a solemn statement made under oath
13918387	tongue	shape	3	4.37	semcor	shape	word present in another sense	"any long thin projection that is transient; ""tongues of flame licked at the walls""; ""rifle"
04952242	brightness	attribute	11	3.57	semcor	attribute		the location of a visual perception along a continuum from black to white
08212527	corps	group	4	4.27	semcor	military-unit		an army unit usually consisting of two or more divisions and their support
03895293	passage	artifact	4	4.27	semcor	artifact	word present in another sense	a way through or along which someone or something may pass
08348400	United_States_Secret_Service	group	0	4.66	zipf	intelligence-service		the United States intelligence agency that protects current and former presidents and vice
13992514	autonomy	state	8	3.86	semcor	freedom	word present in another sense	immunity from arbitrary exercise of authority: political independence
15135822	fourth_dimension	time	7	3.96	semcor	spatial-extent	word present in another sense	the fourth coordinate that is required (along with three spatial dimensions) to specify a 
04846770	morality	attribute	8	3.86	semcor	attribute		concern with the distinction between good and evil or right and wrong; right or good condu
13541167	processing	process	2	4.46	zipf	process		"preparing or putting through a prescribed procedure; ""the processing of newly arrived immi"
06884097	Crown	communication	1	4.56	zipf	symbol	word present in another sense	the Crown (or the reigning monarch) as the symbol of the power and authority of a monarchy
13453160	cooling	process	6	4.06	semcor	process		the process of becoming cooler; a falling temperature
05681117	sleeping	cognition	1	4.56	zipf	sleep		the state of being asleep
07938773	arrangement	group	4	4.25	semcor	group		an orderly grouping (of things or persons) considered as a unit; the result of arranging; 
05829656	bonus	cognition	2	4.45	zipf	cognition	word present in another sense	"anything that tends to arouse; ""his approval was an added fillip"""
08406619	charity	group	2	4.45	zipf	foundation	word present in another sense	a foundation created to promote the public good (not for assistance to any particular indi
04850996	corruption	attribute	3	4.35	semcor	attribute	word present in another sense	"moral perversion; impairment of virtue and moral principles; ""the luxury and corruption am"
07386370	knock	event	3	4.35	semcor	event		"the sound of knocking (as on a door or in an engine or bearing); ""the knocking grew louder"
14940856	liquid_air	substance	3	4.35	semcor	air		air in a liquid state
10498816	quarterback	person	7	3.95	semcor	football-player		(football) the person who plays quarterback
04768028	rhythm	attribute	6	4.05	semcor	attribute	word present in another sense	recurring at regular intervals
04173172	sequence	artifact	3	4.35	semcor	photographic-film	word present in another sense	film consisting of a succession of related shots that develop a given subject in a movie
09448945	stretch	object	3	4.35	semcor	empty-space		"a large and unbroken expanse or distance; ""a stretch of highway""; ""a stretch of clear wate"
10002151	Democrat	person	4	4.24	semcor	politician		a member of the Democratic Party
07457126	Olympic_Games	event	2	4.44	zipf	contest		the modern revival of the ancient games held once every 4 years in a selected country
00179916	wings	act	2	4.44	zipf	act		"a means of flight or ascent; ""necessity lends wings to inspiration"""
07131511	accent	communication	5	4.14	semcor	information		"distinctive manner of oral expression; ""he couldn't suppress his contemptuous accent""; ""sh"
15133621	duration	time	5	4.14	semcor	time-period		the period of time during which something continues
00329819	flood	act	3	4.34	semcor	act	word present in another sense	a large flow
10126177	generator	person	7	3.94	semcor	maker	word present in another sense	"someone who originates or causes or initiates something; ""he was the generator of several "
06492664	inventory	communication	5	4.14	semcor	list	word present in another sense	a detailed list of all the items in stock
07193184	questioning	communication	6	4.04	semcor	act		a request for information
07397355	thunder	event	5	4.14	semcor	noise	word present in another sense	a booming or crashing noise caused by air expanding along the path of a bolt of lightning
09727627	Pole	person	4	4.23	semcor	inhabitant	word present in another sense	a native or inhabitant of Poland
