# label	GPT path — kinds WordNet has no noun for
household storage caddy	home & garden > household supplies > storage & organization > household storage caddy
household storage container	home & garden > household supplies > storage & organization > household storage container
household storage drawer	home & garden > household supplies > storage & organization > household storage drawer
household supplies	home & garden > household supplies
household thermometer	home & garden > household supplies > household thermometer
hub	electronics > networking > hub   [WordNet has only non-goods senses]
hula hoop	toys & games > toy > sports toy > fitness toy > hula hoop
hula hoop	toys & games > toy > sports toy > fitness toy > hula hoop
hula hoop	toys & games > toy > sports toy > fitness toy > hula hoop
hula hoop accessories	toys & games > toy > sports toy accessories > fitness toy accessories > hula hoop accessories
hula hoop accessories	toys & games > toy > sports toy accessories > fitness toy accessories > hula hoop accessories
hula hoop accessories	toys & games > toy > sports toy accessories > fitness toy accessories > hula hoop accessories
humidifier	home & garden > household appliance > climate control appliance > humidifier
humidifier accessories	home & garden > household appliance accessories > humidifier accessories
humidifier filter	home & garden > household appliance accessories > humidifier accessories > humidifier filter
humidistat	hardware > heating, ventilation & air conditioning > hvac control > humidistat
humidor	home & garden > smoking accessories > humidor
humidor accessories	home & garden > smoking accessories > humidor accessories
hunting	sporting goods > outdoor recreation > shooting > hunting   [WordNet has only non-goods senses]
hunting blind	sporting goods > outdoor recreation > shooting > hunting > hunting blind
hunting clothing	apparel & accessories > clothing > activewear > hunting clothing
hunting dog equipment	sporting goods > outdoor recreation > shooting > hunting > hunting dog equipment
hvac control	hardware > heating, ventilation & air conditioning > hvac control
hydration system	sporting goods > outdoor recreation > hydration system
hydration system accessories	sporting goods > outdoor recreation > hydration system accessories
i/o card	electronics > electronics accessories > computer component > i/o card
i/o shield	electronics > electronics accessories > computer component > i/o shield
ice bin	business & industrial > food service > ice bin
ice climbing tool	sporting goods > outdoor recreation > climbing > ice climbing tool
ice cream cone	food, beverages & tobacco > food item > bakery > ice cream cone
ice cream maker	home & garden > kitchen & dining > kitchen appliance > ice cream maker
ice cream maker accessories	home & garden > kitchen & dining > kitchen appliance accessories > ice cream maker accessories
ice cream maker freezer bowl	home & garden > kitchen & dining > kitchen appliance accessories > ice cream maker accessories > ice cream maker freezer bowl
ice cream novelty	food, beverages & tobacco > food item > frozen desserts & novelties > ice cream novelty
ice cream scoop	home & garden > kitchen & dining > kitchen tools & utensils > scoop > ice cream scoop
ice cream syrup	food, beverages & tobacco > food item > condiments & sauces > dessert topping > ice cream syrup
ice crusher	home & garden > kitchen & dining > kitchen appliance accessories > ice crusher
ice crusher	home & garden > kitchen & dining > kitchen appliance accessories > ice crusher
ice cube tray	home & garden > kitchen & dining > kitchen tools & utensils > ice cube tray
ice maker accessories	home & garden > kitchen & dining > kitchen appliance accessories > ice maker accessories
ice pop	food, beverages & tobacco > food item > frozen desserts & novelties > ice pop
ice scoop	home & garden > kitchen & dining > kitchen tools & utensils > scoop > ice scoop
ice scraper	home & garden > lawn & garden > snow removal > ice scraper
ice screw	sporting goods > outdoor recreation > climbing > ice screw
ice skate blade	sporting goods > athletics > figure skating & hockey > ice skate parts & accessories > ice skate blade
ice skate sharpener	sporting goods > athletics > figure skating & hockey > ice skate parts & accessories > ice skate sharpener
illustration software	software > computer software > multimedia & design software > illustration software
impact wrench	hardware > hardware accessories > tool storage & organization > tool > impact wrench
impact wrench	hardware > hardware accessories > tool storage & organization > tool > impact wrench
impact wrench	hardware > hardware accessories > tool storage & organization > tool > impact wrench
impact wrench	hardware > hardware accessories > tool storage & organization > tool > impact wrench
impulse sealer	office supplies > impulse sealer
in-ground light	home & garden > lighting > in-ground light
in-line water filter	hardware > plumbing > water dispensing & filtration > in-line water filter
in-wall carrier	hardware > plumbing > plumbing fittings & supports > in-wall carrier
incandescent light bulb	home & garden > lighting > light bulb > incandescent light bulb
incense holder	home & garden > decor > home fragrance accessories > incense holder
incense making kit	arts & entertainment > hobbies & creative arts > arts & crafts > art & craft kits > incense making kit
incontinence aid	health & beauty > health care > incontinence aid
index card	office supplies > general office supplies > paper product > index card
index divider	hardware > hardware accessories > organization > binding supplies > binder accessories > index divider
index divider	hardware > hardware accessories > organization > binding supplies > binder accessories > index divider
index divider	hardware > hardware accessories > organization > binding supplies > binder accessories > index divider
indoor climbing hold	sporting goods > outdoor recreation > climbing > indoor climbing hold
indoor game	sporting goods > indoor game
industrial	industrial
industrial cabinet	business & industrial > industrial storage > industrial cabinet
industrial shelving	business & industrial > industrial storage > industrial shelving
industrial staple	hardware > tool accessories > industrial staple
industrial storage	business & industrial > industrial storage
industrial storage accessories	business & industrial > industrial storage accessories
industrial vibrator	hardware > hardware accessories > tool storage & organization > tool > industrial vibrator
industrial vibrator	hardware > hardware accessories > tool storage & organization > tool > industrial vibrator
industrial vibrator	hardware > hardware accessories > tool storage & organization > tool > industrial vibrator
industrial vibrator	hardware > hardware accessories > tool storage & organization > tool > industrial vibrator
inflatable bouncer	toys & games > outdoor play equipment > inflatable bouncer
inflatable bouncer accessories	toys & games > outdoor play equipment > inflatable bouncer accessories
inflatable party decoration	arts & entertainment > party & celebration > party supplies > inflatable party decoration
infrared thermometer	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > infrared thermometer
infrared thermometer	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > infrared thermometer
infrared thermometer	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > infrared thermometer
infrared thermometer	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > infrared thermometer
ink pad	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft paint, ink & glaze > ink pad
inkjet cartridge	electronics > print, copy, scan & fax > printer, copier & fax machine accessories > printer consumable > inkjet cartridge
inline	sporting goods > outdoor recreation > inline
inline skate	sporting goods > outdoor recreation > inline & roller skating > inline skate
inline skate part	sporting goods > outdoor recreation > inline & roller skating > inline skate part
inner tent	sporting goods > outdoor recreation > hiking > tent accessories > inner tent
input device accessories	electronics > electronics accessories > computer component > input device accessories
insect screen	sporting goods > outdoor recreation > hiking > insect screen
insole	health & beauty > personal care > foot care > insole   [WordNet has only non-goods senses]
inspection mirror	hardware > hardware accessories > tool storage & organization > tool > inspection mirror
inspection mirror	hardware > hardware accessories > tool storage & organization > tool > inspection mirror
inspection mirror	hardware > hardware accessories > tool storage & organization > tool > inspection mirror
inspection mirror	hardware > hardware accessories > tool storage & organization > tool > inspection mirror
instrument accessories	office supplies > office instrument > instrument accessories
insulated bag	home & garden > kitchen & dining > food & beverage carriers > insulated bag
insurance	business & industrial > insurance   [WordNet has only non-goods senses]
interactive kiosk	electronics > computer > interactive kiosk
intercom accessories	electronics > communication > intercom accessories
interfacing	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > textiles > interfacing
interlocking block	toys & games > toy > building toy > interlocking block
interlocking block	toys & games > toy > building toy > interlocking block
interlocking block	toys & games > toy > building toy > interlocking block
inversion table	sporting goods > exercise & fitness > inversion table
iromuji kimono	apparel & accessories > clothing > traditional & ceremonial clothing > kimono > iromuji kimono
iron accessories	home & garden > household appliance accessories > laundry appliance accessories > iron accessories
iron rest	home & garden > household supplies > laundry supplies > iron rest
ironing board replacement part	home & garden > household supplies > laundry supplies > ironing board replacement part
ironing center	furniture > cabinets & storage > ironing center
ironing system	home & garden > household appliance > laundry appliance > ironing system
irrigation	home & garden > lawn & garden > irrigation   [WordNet has only non-goods senses]
island	furniture > island   [WordNet has only non-goods senses]
iv pole	business & industrial > medical > medical furniture > medical cart > iv pole
janitorial cart	business & industrial > janitorial cart
japanese black formal wear	apparel & accessories > clothing > traditional & ceremonial clothing > japanese black formal wear
japanese traditional doll	home & garden > decor > seasonal & holiday decorations > japanese traditional doll
jerky gun	home & garden > kitchen & dining > kitchen tools & utensils > jerky gun
jewelry cleaning	health & beauty > jewelry cleaning
jewelry cleaning tool	health & beauty > jewelry cleaning & care > jewelry cleaning tool
jewelry finding	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > jewelry finding
jewelry holder	health & beauty > jewelry cleaning & care > jewelry holder
jewelry making kit	arts & entertainment > hobbies & creative arts > arts & crafts > art & craft kits > jewelry making kit
jewelry set	apparel & accessories > jewelry > jewelry set
jewelry set	apparel & accessories > jewelry > jewelry set
jewelry set	apparel & accessories > jewelry > jewelry set
jewelry steam cleaner	health & beauty > jewelry cleaning & care > jewelry steam cleaner
jicama	food, beverages & tobacco > food item > vegetable > jicama
jicama	food, beverages & tobacco > food item > vegetable > jicama
jicama	food, beverages & tobacco > food item > vegetable > jicama
jigsaw accessories	hardware > tool accessories > saw accessories > jigsaw accessories
jigsaw puzzle accessories	toys & games > puzzle > jigsaw puzzle accessories
jock strap	apparel & accessories > clothing > underwear & socks > jock strap
joystick controller	electronics > electronics accessories > computer component > input device > game controller > joystick controller
juggling	arts & entertainment > hobbies & creative arts > juggling   [WordNet has only non-goods senses]
juicer accessories	home & garden > kitchen & dining > kitchen appliance accessories > juicer accessories
karaoke chip	electronics > audio > audio accessories > karaoke system accessories > karaoke chip
karaoke chip	electronics > audio > audio accessories > karaoke system accessories > karaoke chip
karaoke chip	electronics > audio > audio accessories > karaoke system accessories > karaoke chip
karaoke system	electronics > audio > audio players & recorders > karaoke system
karaoke system	electronics > audio > audio players & recorders > karaoke system
karaoke system	electronics > audio > audio players & recorders > karaoke system
karaoke system accessories	electronics > audio > audio accessories > karaoke system accessories
karaoke system accessories	electronics > audio > audio accessories > karaoke system accessories
karaoke system accessories	electronics > audio > audio accessories > karaoke system accessories
kayak accessories	sporting goods > outdoor recreation > sport > rafting > kayak accessories
kayak accessories	sporting goods > outdoor recreation > sport > rafting > kayak accessories
kayak accessories	sporting goods > outdoor recreation > sport > rafting > kayak accessories
kayak accessories	sporting goods > outdoor recreation > sport > rafting > kayak accessories
key blank	hardware > locks & keys > key blank
key cap	hardware > locks & keys > key cap
key card entry system	hardware > locks & keys > key card entry system
keyboard key	electronics > electronics accessories > computer component > input device accessories > keyboard key
keyboard protector	electronics > electronics accessories > electronics films & shields > keyboard protector
keyboard tray	electronics > electronics accessories > computer accessories > keyboard tray
keychain	apparel & accessories > handbag & wallet accessories > keychain
kickboard	sporting goods > outdoor recreation > sport > swimming > kickboard
kickboard	sporting goods > outdoor recreation > sport > swimming > kickboard
kickboard	sporting goods > outdoor recreation > sport > swimming > kickboard
kickboard	sporting goods > outdoor recreation > sport > swimming > kickboard
kimono coat	apparel & accessories > clothing > traditional & ceremonial clothing > kimono outerwear > kimono coat
kimono outerwear	apparel & accessories > clothing > traditional & ceremonial clothing > kimono outerwear
kimono underclothe	apparel & accessories > clothing accessories > traditional clothing accessories > kimono underclothe
kitchen appliance accessories	home & garden > kitchen & dining > kitchen appliance accessories
kitchen appliance manual	medium > product manual > kitchen appliance manual
kitchen cabinet	furniture > cabinets & storage > kitchen cabinet   [WordNet has only non-goods senses]
kitchen cabinet organizer	home & garden > kitchen & dining > kitchen tools & utensils > kitchen organizer > kitchen cabinet organizer
kitchen island	furniture > carts & islands > kitchen island   [WordNet has only non-goods senses]
kitchen knife	home & garden > kitchen & dining > kitchen tools & utensils > kitchen knife
kitchen linens set	home & garden > linens & bedding > kitchen linens set
kitchen mold	home & garden > kitchen & dining > kitchen tools & utensils > kitchen mold
kitchen organizer	home & garden > kitchen & dining > kitchen tools & utensils > kitchen organizer
kitchen scraper	home & garden > kitchen & dining > kitchen tools & utensils > kitchen scraper
kitchen shears	home & garden > kitchen & dining > kitchen tools & utensils > kitchen shears
kitchen slicer	home & garden > kitchen & dining > kitchen tools & utensils > kitchen slicer
kitchen tool	home & garden > kitchen & dining > kitchen tool
kitchen towel	home & garden > linens & bedding > towel > kitchen towel
kitchen utensil set	home & garden > kitchen & dining > kitchen tools & utensils > kitchen utensil set
kite accessories	toys & games > toy > flying toy accessories > kite accessories
kite accessories	toys & games > toy > flying toy accessories > kite accessories
kite accessories	toys & games > toy > flying toy accessories > kite accessories
kite buggy	sporting goods > outdoor recreation > kite buggying > kite buggy
kite buggy accessories	sporting goods > outdoor recreation > kite buggying > kite buggy accessories
kite buggying	sporting goods > outdoor recreation > kite buggying
kiteboard	sporting goods > outdoor recreation > sport > towed water sport > wakeboarding > kiteboard
kiteboard	sporting goods > outdoor recreation > sport > towed water sport > wakeboarding > kiteboard
kiteboard	sporting goods > outdoor recreation > sport > towed water sport > wakeboarding > kiteboard
kiteboard	sporting goods > outdoor recreation > sport > towed water sport > wakeboarding > kiteboard
kiteboard	sporting goods > outdoor recreation > sport > towed water sport > wakeboarding > kiteboard
kiteboard	sporting goods > outdoor recreation > sport > towed water sport > wakeboarding > kiteboard
kiteboard	sporting goods > outdoor recreation > sport > towed water sport > wakeboarding > kiteboard
kiteboard	sporting goods > outdoor recreation > sport > towed water sport > wakeboarding > kiteboard
kiteboard case	sporting goods > outdoor recreation > sport > kitesurfing > kiteboard case
kiteboard case	sporting goods > outdoor recreation > sport > kitesurfing > kiteboard case
kiteboard case	sporting goods > outdoor recreation > sport > kitesurfing > kiteboard case
kiteboard case	sporting goods > outdoor recreation > sport > kitesurfing > kiteboard case
kiteboard part	sporting goods > outdoor recreation > sport > kitesurfing > kiteboard part
kiteboard part	sporting goods > outdoor recreation > sport > kitesurfing > kiteboard part
kiteboard part	sporting goods > outdoor recreation > sport > kitesurfing > kiteboard part
kiteboard part	sporting goods > outdoor recreation > sport > kitesurfing > kiteboard part
kitesurfing	sporting goods > outdoor recreation > sport > kitesurfing
kitesurfing	sporting goods > outdoor recreation > sport > kitesurfing
kitesurfing	sporting goods > outdoor recreation > sport > kitesurfing
kitesurfing	sporting goods > outdoor recreation > sport > kitesurfing
kitesurfing kite	sporting goods > outdoor recreation > sport > kitesurfing > kitesurfing kite
kitesurfing kite	sporting goods > outdoor recreation > sport > kitesurfing > kitesurfing kite
kitesurfing kite	sporting goods > outdoor recreation > sport > kitesurfing > kitesurfing kite
kitesurfing kite	sporting goods > outdoor recreation > sport > kitesurfing > kitesurfing kite
kiwis	food, beverages & tobacco > food item > fruit > kiwis
kiwis	food, beverages & tobacco > food item > fruit > kiwis
knee-length skirt	apparel & accessories > clothing > skirt > knee-length skirt
kneeboard	sporting goods > outdoor recreation > sport > towed water sport > kneeboarding > kneeboard
kneeboard	sporting goods > outdoor recreation > sport > towed water sport > kneeboarding > kneeboard
kneeboard	sporting goods > outdoor recreation > sport > towed water sport > kneeboarding > kneeboard
kneeboard	sporting goods > outdoor recreation > sport > towed water sport > kneeboarding > kneeboard
kneeboarding	sporting goods > outdoor recreation > sport > towed water sport > kneeboarding
kneeboarding	sporting goods > outdoor recreation > sport > towed water sport > kneeboarding
kneeboarding	sporting goods > outdoor recreation > sport > towed water sport > kneeboarding
kneeboarding	sporting goods > outdoor recreation > sport > towed water sport > kneeboarding
knife block	home & garden > kitchen & dining > kitchen tools & utensils > kitchen organizer > knife block
knife guide	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > knife guide
knife guide	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > knife guide
knife guide	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > knife guide
knife guide	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > knife guide
knife sharpener	home & garden > kitchen & dining > kitchen appliance > knife sharpener
komon kimono	apparel & accessories > clothing > traditional & ceremonial clothing > kimono > komon kimono
kotatsu	furniture > table > kotatsu
kotatsu	furniture > table > kotatsu
kotatsu	furniture > table > kotatsu
kotatsu	furniture > table > kotatsu
kotatsu	furniture > table > kotatsu
kotatsu	furniture > table > kotatsu
kvm cable	hardware > power & electrical supplies > cable > kvm cable
kvm cable	hardware > power & electrical supplies > cable > kvm cable
kvm switch	electronics > electronics accessories > computer component > input device > kvm switch
label	office supplies > general office supplies > label   [WordNet has only non-goods senses]
label	office supplies > general office supplies > label   [WordNet has only non-goods senses]
label clip	office supplies > general office supplies > labels & tags > label clip
label maker	office supplies > office equipment > label maker
label tape	office supplies > general office supplies > labels & tags > label tape
laboratory	business & industrial > laboratory   [WordNet has only non-goods senses]
laboratory blender	business & industrial > science & laboratory > laboratory equipment > laboratory blender
laboratory chemical	business & industrial > science & laboratory > laboratory chemical
laboratory equipment	business & industrial > science & laboratory > laboratory equipment
laboratory flask	business & industrial > science & laboratory > laboratory supplies > laboratory flask
laboratory freezer	business & industrial > science & laboratory > laboratory equipment > laboratory freezer
laboratory funnel	business & industrial > science & laboratory > laboratory equipment > laboratory funnel
laboratory hot plate	business & industrial > science & laboratory > laboratory equipment > laboratory hot plate
laboratory oven	business & industrial > science & laboratory > laboratory equipment > laboratory oven
laboratory specimen	business & industrial > science & laboratory > laboratory specimen
laboratory supplies	business & industrial > science & laboratory > laboratory supplies
lacrosse	sporting goods > athletics > lacrosse   [WordNet has only non-goods senses]
lacrosse equipment set	sporting goods > athletics > field hockey & lacrosse > lacrosse equipment set
lacrosse glove	sporting goods > athletics > field hockey & lacrosse > field hockey & lacrosse protective gear > lacrosse glove
lacrosse goal	sporting goods > athletics > field hockey & lacrosse > lacrosse goal
lacrosse helmet	sporting goods > athletics > field hockey & lacrosse > field hockey & lacrosse protective gear > lacrosse helmet
lacrosse mesh	sporting goods > athletics > field hockey & lacrosse > lacrosse stick part > lacrosse mesh
lacrosse pad	sporting goods > athletics > field hockey & lacrosse > field hockey & lacrosse protective gear > lacrosse pad
lacrosse stick	sporting goods > athletics > field hockey & lacrosse > lacrosse stick
lacrosse stick head	sporting goods > athletics > field hockey & lacrosse > lacrosse stick part > lacrosse stick head
lacrosse stick part	sporting goods > athletics > field hockey & lacrosse > lacrosse stick part
lacrosse stick shaft	sporting goods > athletics > field hockey & lacrosse > lacrosse stick part > lacrosse stick shaft
lacrosse training aid	sporting goods > athletics > field hockey & lacrosse > lacrosse training aid
ladder cart	hardware > hardware accessories > tool storage & organization > tool > ladders & scaffolding > ladder cart
ladder cart	hardware > hardware accessories > tool storage & organization > tool > ladders & scaffolding > ladder cart
ladder cart	hardware > hardware accessories > tool storage & organization > tool > ladders & scaffolding > ladder cart
ladder cart	hardware > hardware accessories > tool storage & organization > tool > ladders & scaffolding > ladder cart
laminator	office supplies > office equipment > laminator   [WordNet has only non-goods senses]
lamp post base	home & garden > lighting accessories > lamp post base
lamp post mount	home & garden > lighting accessories > lamp post mount
lamé	sporting goods > athletics > fencing > fencing protective gear > lamé
lancing device	health & beauty > health care > biometric monitor accessories > blood glucose meter accessories > lancing device
landscape fabric	home & garden > lawn & garden > gardening > landscape fabric
landscape fabric accessories	home & garden > lawn & garden > gardening > landscape fabric accessories
landscape fabric tape	home & garden > lawn & garden > gardening > landscape fabric accessories > landscape fabric tape
landscape pathway lighting	home & garden > lighting > landscape pathway lighting
lap desk	office supplies > lap desk
lapel pin	apparel & accessories > jewelry > lapel pin
lapel pin	apparel & accessories > jewelry > lapel pin
lapel pin	apparel & accessories > jewelry > lapel pin
laptop battery	electronics > electronics accessories > power > battery > laptop battery
laptop battery	electronics > electronics accessories > power > battery > laptop battery
laptop docking station	electronics > electronics accessories > computer accessories > laptop docking station
laptop hinge	electronics > electronics accessories > computer component > laptop part > laptop hinge
laptop housing	electronics > electronics accessories > computer component > laptop part > laptop housing
laptop part	electronics > electronics accessories > computer component > laptop part
laptop replacement cable	electronics > electronics accessories > computer component > laptop part > laptop replacement cable
laptop replacement keyboard	electronics > electronics accessories > computer component > laptop part > laptop replacement keyboard
laptop replacement screen	electronics > electronics accessories > computer component > laptop part > laptop replacement screen
laptop replacement speaker	electronics > electronics accessories > computer component > laptop part > laptop replacement speaker
laptop screen digitizer	electronics > electronics accessories > computer component > laptop part > laptop screen digitizer
laser level	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > level > laser level
laser level	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > level > laser level
laser level	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > level > laser level
laser level	hardware > hardware accessories > tool storage & organization > tool > measuring tools & sensors > level > laser level
laser pointer	office supplies > presentation supplies > laser pointer
laundry appliance	home & garden > household appliance > laundry appliance
laundry appliance accessories	home & garden > household appliance accessories > laundry appliance accessories
laundry ball	home & garden > household supplies > laundry supplies > laundry ball
laundry combo unit	home & garden > household appliance > laundry appliance > laundry combo unit
laundry supplies	home & garden > household supplies > laundry supplies
law enforcement	business & industrial > law enforcement   [WordNet has only non-goods senses]
lawn	home & garden > lawn & garden > gardening > gardening tool > lawn   [WordNet has only non-goods senses]
lawn	home & garden > lawn & garden > gardening > gardening tool > lawn   [WordNet has only non-goods senses]
lawn aerator	home & garden > lawn & garden > outdoor power equipment > lawn aerator
lawn game	sporting goods > outdoor recreation > outdoor game > lawn game
lawn mower accessories	home & garden > lawn & garden > outdoor power equipment accessories > lawn mower accessories
lawn mower bag	home & garden > lawn & garden > outdoor power equipment accessories > lawn mower accessories > lawn mower bag
lawn mower belt	home & garden > lawn & garden > outdoor power equipment accessories > lawn mower accessories > lawn mower belt
lawn mower blade	home & garden > lawn & garden > outdoor power equipment accessories > lawn mower accessories > lawn mower blade
lawn mower cover	home & garden > lawn & garden > outdoor power equipment accessories > lawn mower accessories > lawn mower cover
lawn mower mulch kit	home & garden > lawn & garden > outdoor power equipment accessories > lawn mower accessories > lawn mower mulch kit
lawn mower tire	home & garden > lawn & garden > outdoor power equipment accessories > lawn mower accessories > lawn mower tire
lawn mower tire tube	home & garden > lawn & garden > outdoor power equipment accessories > lawn mower accessories > lawn mower tire tube
lawn mower wheel	home & garden > lawn & garden > outdoor power equipment accessories > lawn mower accessories > lawn mower wheel
lawn ornament	home & garden > decor > lawn ornament
lawn roller	home & garden > lawn & garden > gardening > gardening tool > lawn roller
lawn striping kit	home & garden > lawn & garden > outdoor power equipment accessories > lawn mower accessories > lawn striping kit
lawn sweeper	home & garden > lawn & garden > outdoor power equipment accessories > lawn mower accessories > lawn sweeper
lawn vacuum	home & garden > lawn & garden > outdoor power equipment > lawn vacuum
leaf blower	home & garden > lawn & garden > outdoor power equipment > leaf blower
leaf blower accessories	home & garden > lawn & garden > outdoor power equipment accessories > leaf blower accessories
leaf blower tube	home & garden > lawn & garden > outdoor power equipment accessories > leaf blower accessories > leaf blower tube
leather	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > leather   [WordNet has only non-goods senses]
led light bulb	home & garden > lighting > light bulb > led light bulb
led sign	business & industrial > signage > electric sign > led sign
ledge	furniture > shelving > ledge   [WordNet has only non-goods senses]
leg warmer	apparel & accessories > clothing accessories > leg warmer
leg wrap	sporting goods > outdoor recreation > equestrian > horse care > leg wrap
lehenga	apparel & accessories > clothing > traditional & ceremonial clothing > lehenga
leis	apparel & accessories > clothing accessories > leis
lens bag	cameras & optics > camera & optic accessories > camera lens accessories > lens bag
lens converter	cameras & optics > camera & optic accessories > camera lens accessories > lens converter
lens filter	cameras & optics > camera & optic accessories > camera lens accessories > lens filter
lens hood	cameras & optics > camera & optic accessories > camera lens accessories > lens hood   [WordNet has only non-goods senses]
life jacket accessories	sporting goods > outdoor recreation > sport > sport apparel > life jacket accessories
life jacket accessories	sporting goods > outdoor recreation > sport > sport apparel > life jacket accessories
life jacket accessories	sporting goods > outdoor recreation > sport > sport apparel > life jacket accessories
life jacket accessories	sporting goods > outdoor recreation > sport > sport apparel > life jacket accessories
lift truck	business & industrial > material handling > lifts & hoists > lift truck
light box	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting tools > light box
light bulb changer	hardware > hardware accessories > tool storage & organization > tool > light bulb changer
light bulb changer	hardware > hardware accessories > tool storage & organization > tool > light bulb changer
light bulb changer	hardware > hardware accessories > tool storage & organization > tool > light bulb changer
light bulb changer	hardware > hardware accessories > tool storage & organization > tool > light bulb changer
light meter accessories	cameras & optics > photography > studio > light meter accessories
light rope	home & garden > lighting > light rope
light switch	hardware > power & electrical supplies > electrical switch > light switch
light therapy lamp	health & beauty > health care > light therapy lamp
lighter fluid	home & garden > pool & spa > pool & spa accessories > chemical > lighter fluid
lighter fluid	home & garden > pool & spa > pool & spa accessories > chemical > lighter fluid
lighting accessories	home & garden > lighting accessories
lighting filter	cameras & optics > photography > studio > studio lighting control > lighting filter
lighting fixtures	home & garden > lighting > lighting fixtures
lighting timer	home & garden > lighting accessories > lighting timer
limequat	food, beverages & tobacco > food item > fruit > citrus fruit > limequat
limequat	food, beverages & tobacco > food item > fruit > citrus fruit > limequat
linens	home & garden > linens
linesman flag	sporting goods > athletics > officiating > linesman flag
lingerie accessories	apparel & accessories > clothing > underwear & socks > lingerie accessories
lint roller	home & garden > household supplies > laundry supplies > lint roller
lip balm	health & beauty > personal care > cosmetics > skin care > lip balms & treatments > lip balm   [WordNet has only non-goods senses]
lip balm	health & beauty > personal care > cosmetics > skin care > lip balms & treatments > lip balm   [WordNet has only non-goods senses]
lip gloss	health & beauty > personal care > cosmetics > makeup > lip makeup > lip gloss
lip liner	health & beauty > personal care > cosmetics > makeup > lip makeup > lip liner
lip makeup	health & beauty > personal care > cosmetics > makeup > lip makeup
lip primer	health & beauty > personal care > cosmetics > makeup > lip makeup > lip primer
liquid hand soap	health & beauty > personal care > cosmetics > bath & body > liquid hand soap
liquor cabinet	furniture > cabinets & storage > liquor cabinet
live animal	animals & pet supplies > live animal
live bait	sporting goods > outdoor recreation > fishing > live bait
livestock feed	business & industrial > agriculture > animal husbandry > livestock feed
livestock feeder	business & industrial > agriculture > animal husbandry > livestock feeder
livestock halter	business & industrial > agriculture > animal husbandry > livestock halter
livestock trailer	vehicles & parts > vehicle parts & accessories > vehicle storage & cargo > motor vehicle trailer > livestock trailer
living room furniture set	furniture > furniture set > living room furniture set
loading platform	business & industrial > material handling > loading platform
locker hook	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting tools > needles & hooks > locker hook
log rack	home & garden > fireplace & wood stove accessories > log rack
log splitter	hardware > hardware accessories > tool storage & organization > tool > log splitter
log splitter	hardware > hardware accessories > tool storage & organization > tool > log splitter
log splitter	hardware > hardware accessories > tool storage & organization > tool > log splitter
log splitter	hardware > hardware accessories > tool storage & organization > tool > log splitter
logging	business & industrial > logging   [WordNet has only non-goods senses]
long john	apparel & accessories > clothing > underwear & socks > long john
long skirt	apparel & accessories > clothing > skirt > long skirt
longan	food, beverages & tobacco > food item > fruit > longan   [WordNet has only non-goods senses]
longan	food, beverages & tobacco > food item > fruit > longan   [WordNet has only non-goods senses]
loop fastener	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft fasteners & closures > loop fastener
loose stone	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > loose stone
loose tobacco	food, beverages & tobacco > tobacco product > loose tobacco
lotion dispenser	home & garden > bathroom accessories > lotion dispenser
lotus root	food, beverages & tobacco > food item > vegetable > lotus root
lotus root	food, beverages & tobacco > food item > vegetable > lotus root
lotus root	food, beverages & tobacco > food item > vegetable > lotus root
loudspeaker management system	electronics > audio > audio component > signal processor > loudspeaker management system
loudspeaker management system	electronics > audio > audio component > signal processor > loudspeaker management system
loudspeaker management system	electronics > audio > audio component > signal processor > loudspeaker management system
lubricant	health & beauty > personal care > vision care > lubricant   [WordNet has only non-goods senses]
lubricant	health & beauty > personal care > vision care > lubricant   [WordNet has only non-goods senses]
lubrication hose	hardware > hardware accessories > lubrication hose
luggage accessories	luggage & bags > luggage accessories
luggage cover	luggage & bags > luggage accessories > luggage cover
luggage strap	luggage & bags > luggage accessories > luggage strap
luggage tag	luggage & bags > luggage accessories > luggage tag
luminizer	health & beauty > personal care > cosmetics > makeup > face makeup > luminizer
lunch box	home & garden > kitchen & dining > food & beverage carriers > lunch box
madroño	food, beverages & tobacco > food item > fruit > madroño
madroño	food, beverages & tobacco > food item > fruit > madroño
magic	arts & entertainment > hobbies & creative arts > magic   [WordNet has only non-goods senses]
magnet toy	toys & games > toy > executive toy > magnet toy
