name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	opencyc	bfo	dolce	dul	gloss	origin
noise	07387509	RadiatingSound	+								"sound of any kind (especially unintelligible or dissonant sound); ""he enjoyed the street n"	base
nomination	00164152	Appointing	+		Nomination	Q1156895	Mx4rkjEGsBk4QdiOq9W3G03udA				"the act of officially naming a candidate; ""the Republican nomination for Governor"""	base
nonpayment	13300141	NormativeAttribute	+								loss resulting from failure of a debt to be paid	base
nonprofit												base
nonsense	06607339	SubjectiveAssessmentAttribute	+			Q600499					a message that seems to convey no meaning	base
norm	13854488	NormativeAttribute	+			Q205665	Mx4rlvOL4mY1QdiY7KN-1Xb3Fw			Norm	"a standard or model or pattern regarded as typical; ""the current middle-class norm of two "	base
normal	05667613	NormativeAttribute	=			Q273176					"something regarded as a normative example; ""the convention of not naming the main characte"	base
north	13831176	North	=			Q659					the cardinal compass point that is at 0 or 360 degrees	base
nose	05598147	Nose	+			Q7363	Mx4rvViCbJwpEbGdrcN5Y29ycA				the organ of smell and entrance to the respiratory tract; the prominent part of the face o	base
note	06504462	FactualText	=								"a brief written record; ""he made a note of the appointment"""	base
notebook	06415419	Artifact	+		Notebook	Q43013	Mx4rvVjSS5wpEbGdrcN5Y29ycA				a book with blank pages for recording notes or memoranda	base
notebook-computer	03832673	Machine	+			Q3962					a small compact portable computer	base
notice	06747670	Disseminating	+								"an announcement containing information about an event; ""you didn't give me enough notice"";"	base
notice.communication	07212612	Notification	+			Q685744					advance notification (usually written) of the intention to withdraw from an arrangement of	base
notion	05836598	Proposition	+								a general inclusive concept	base
noun	06319293	Noun	=		Noun		Mx4rvojLOpwpEbGdrcN5Y29ycA				a content word that can be used to refer to a person, place, thing, quality, or action	base
novel	06367879	Novel	=		Novel		Mx4rvViJb5wpEbGdrcN5Y29ycA				an extended fictional work in prose; usually in the form of a story	base
nowadays	15119536	TimeInterval	+								the period of time that is happening now; any continuous stretch of time including the mom	base
nuance	06606191	SubjectiveAssessmentAttribute	+								"a subtle difference in meaning or opinion or attitude; ""without understanding the finer nu"	base
nuclear-reaction	13523208	ChemicalProcess	+								(physics) a process that alters the energy or structure or composition of atomic nuclei	physics
nuclear-reactor	03834040	Device	+		Nuclear_reactor	Q80877	Mx4rwJH52JwpEbGdrcN5Y29ycA				(physics) any of several kinds of apparatus that maintain and control a nuclear reaction f	base
nucleon	09374886	SubatomicParticle	+			Q102165	Mx4rvViBkZwpEbGdrcN5Y29ycA				a constituent (proton or neutron) of an atomic nucleus	physics
nucleosynthesis	13523503	ChemicalSynthesis	+			Q471702					(astronomy) the cosmic synthesis of atoms more complex than the hydrogen atom	physics
number	05121418	Number	=		Number	Q11563	Mx4rvxwC-ZwpEbGdrcN5Y29ycA				"the property possessed by a sum or total or indefinite quantity of units or individuals; """	base
numeral	06807198	DigitCharacter	+				Mx4rvVkGUpwpEbGdrcN5Y29ycA				"a symbol used to represent a number; ""he learned to write the numerals before he went to s"	base
nun	10368009	ReligiousOrganization	+			Q191808	Mx4rvgHzmJwpEbGdrcN5Y29ycA				a woman religious	base
nurse	10366966	Position	+			Q186360	Mx4rvViV3pwpEbGdrcN5Y29ycA				one skilled in caring for young children or the sick (usually under the supervision of a p	base
nursery	03836062	Nursery	=			Q1741939	Mx4rwLMRZZwpEbGdrcN5Y29ycA				a child's room for a baby	base
nut	13136556	Nut	=			Q11009					usually large hard-shelled seed	base
nutshell	11683556	BodyCovering	+			Q7070552	Mx4rvWPUhZwpEbGdrcN5Y29ycA				the hard usually fibrous outer layer of some fruits especially nuts	base
oak	12268246	BotanicalTree	+				Mx8Ngh4rvVio85wpEbGdrcN5Y29ycB4rvVjB35wpEbGdrcN5Y29ycA				"a deciduous tree of the genus Quercus; has acorns and lobed leaves; ""great oaks grow from "	base
objection	07208338	ExpressingDisapproval	+				Mx4rpaq0ch64QdiMdpZwIgcMcg				the speech act of objecting	base
observation	05818741	True	+	schema:Observation		Q193181	Mx4rI2UNFsh-EdmAAAACs6hRjg				"facts learned by observing; ""he reported his observations to the mayor"""	base
obstacle	03839795	Process	+			Q264661	Mx4rwJJMaZwpEbGdrcN5Y29ycA				an obstruction that stands in the way (and must be removed or surmounted or circumvented)	base
occasion	15245829	TimePosition	+								"the time of a particular event; ""on the occasion of his 60th birthday"""	base
occupation	00582388	Position	+	schema:Occupation	Occupation	Q4830453	Mx4rg0xHZMCxEdmAAAACs6hRjg				"the principal activity in your life that you do to earn money; ""he's not in my line of bus"	base
ocean	09376198	Ocean	=			Q9430	Mx4rvVjktpwpEbGdrcN5Y29ycA				a large body of water constituting a principal part of the hydrosphere	base
ocean.quantity	13776971	SubjectiveAssessmentAttribute	+								anything apparently limitless in quantity or volume	base
oeuvre	03841417	Artifact	+								"the total output of a writer or artist (or a substantial part of it); ""he studied the enti"	base
offense	00980038	ViolentContest	+								the action of attacking an enemy	base
offer	07185076	UnilateralGiving	+	schema:Offer							"the verbal act of offering; ""a generous offer of assistance"""	base
office	03841666	OfficeBuilding	=		Office	Q182060	Mx4rvViJHpwpEbGdrcN5Y29ycA				"place of business where professional or clerical duties are performed; ""he rented an offic"	base
official	10372373	Human	+		Official						a worker who holds or is invested with an office	base
offspring	10373998	BiologicalAttribute	+			Q239526	Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvVim7ZwpEbGdrcN5Y29ycB4rvVjZipwpEbGdrcN5Y29ycB4rvVjYxZwpEbGdrcN5Y29ycA				"the immediate descendants of a person; ""she was the mother of many offspring""; ""he died wi"	base
oil	14966667	Oil	=		Oil		Mx4rvVjZ6ZwpEbGdrcN5Y29ycA				a slippery or viscous liquid or liquefiable substance not miscible with water	base
old-age	15153787	TimeInterval	+			Q191089					"a late time of life; ""old age is not for sissies""; ""he's showing his years""; ""age hasn't s"	base
olfactory-property	04980008	OlfactoryAttribute	=			Q485537					any property detected by the olfactory system	base
omission	00074624	SubjectiveAssessmentAttribute	+				Mx4rvftBih60QdiLR6PT5LyAqQ				a mistake resulting from neglect	base
one-fourth	13737480	RationalNumber	+								"one of four equal parts; ""a quarter of a pound"""	base
one-half	13736799	RationalNumber	+								"one of two equal parts of a divisible whole; ""half a loaf""; ""half an hour""; ""a century and"	base
onion	12433081	FruitOrVegetable	+			Q23485	Mx4rwQCWWZwpEbGdrcN5Y29ycA				the bulb of an onion plant	base
oort-cloud	08270662	Collection	+								(astronomy) a hypothetical huge collection of comets orbiting the sun far beyond the orbit	physics
opera	07026352	Opera	=		Opera	Q1344					a drama set to music; consists of singing with orchestral accompaniment and an orchestral 	base
operating-system	06568134	OperatingSystem	+	schema:OperatingSystem	Operating_system	Q9135	Mx4rvViws5wpEbGdrcN5Y29ycA				(computer science) software that controls the execution of computer programs and may provi	base
operation	00671351	Surgery	=			Q600236	Mx4rw6j3oNfXEduAAAACs6hRXg				a medical procedure involving an incision with instruments; performed to repair damage or 	base
opinion	06782019	Proposition	+			Q3962655					a message expressing a belief about something; the expression of a belief that is held wit	base
opinion-poll	05800998	Polling	+		Opinion_poll	Q49958					an inquiry into public opinion conducted by interviewing a random sample of people	base
opportunity	14483917	SubjectiveAssessmentAttribute	+				Mx4rbgUMqkPuQdmXrOuIThCETg				"a possibility due to a favorable combination of circumstances; ""the holiday gave us the op"	base
opposing-view	06783265	Proposition	+								"an opinion that is held in opposition to another in an argument or dispute; ""there are two"	base
opposite	13858604	SubjectiveAssessmentAttribute	+								"a relation of direct opposition; ""we thought Sue was older than Bill but just the reverse "	base
opposition	08404188	PoliticalParty	+			Q192852					the major political party opposed to the party in office and prepared to replace it if ele	base
optical-density	05089367	UnitOfMeasure	+								(physics) a measure of the extent to which a substance transmits light or other electromag	physics
optimism	05211793	TraitAttribute	+			Q485446					a general disposition to expect the best in all things	base
option	05790944	SubjectiveAssessmentAttribute	+				Mx4rvWnTEJwpEbGdrcN5Y29ycA				"one of a number of things from which only one can be chosen; ""what option did I have?""; ""t"	base
orange	07747607	OrangeFruit	=			Q13191					round yellow to orange fruit of any of several citrus trees	base
orange-colour	04965179	OrangeColor	+			Q39338					orange color or pigment; any of a range of colors between red and yellow	base
orbit	08612049	Transitway	+			Q4130					the (usually elliptical) path described by one celestial body in its revolution about anot	base
orbital-node	08498424	Region	+			Q507546					(astronomy) a point where an orbit crosses a plane	physics
orbital-plane	13861806	ShapeAttribute	+								(astronomy) the plane on which a body is orbiting	physics
orbital-variation	11415084	Translocation	+								(astronomy) any perturbation of the mean motion or orbit of a planet or satellite (especia	physics
orchestra	08248157	Orchestra	=		Orchestra	Q42998	Mx4rvVjq95wpEbGdrcN5Y29ycA				a musical organization consisting of a group of instrumentalists including string players	base
order	07279687	Requesting	+	schema:Order							"a request for something to be made, supplied, or served; ""I gave the waiter my order""; ""th"	base
orderliness	14496710	SubjectiveAssessmentAttribute	+								"a condition of regular or proper arrangement; ""he put his desk in order""; ""the machine is "	base
organ	05297523	Organ	=			Q712378					a fully differentiated structural and functional unit in an animal that is specialized for	base
organism	00004475	Organism	=		Organism	Q7239				Organism	a living thing that has (or can develop) the ability to act or function independently	base
organization	08008335	Organization	=	schema:Organization	Organization	Q43229				Organization	a group of people who work together	base
orgy	00511212	RecreationOrExercise	+			Q912179	Mx4rv7DYkpwpEbGdrcN5Y29ycA				a wild gathering involving excessive drinking and promiscuity	base
orientation	13828075	DirectionalAttribute	=								position or alignment relative to points of the compass or other specific directions	base
origin	04923743	BiologicalAttribute	+								"properties attributable to your ancestry; ""he comes from good origins"""	base
oscillation	07345166	Motion	+			Q3695508					(physics) a regular periodic variation in value about a mean	physics
outer-planet	09381480	Planet	+								(astronomy) a major planet whose orbit is outside the asteroid belt (Jupiter, Saturn, Uran	physics
outfit	03859958	Outfit	=			Q1381731					"a set of clothing (with accessories); ""his getup was exceedingly elegant"""	base
outflow	09443453	Creek	+								a natural flow of ground water	base
outgo	13275288	Giving	+								money paid out; an amount spent	base
outline	06468951	Summary	+				Mx4rj5nVxSzGEdiUgwAH6RYvSQ				a sketchy summary of the main points of an argument or theory	base
output	13758745	PhysicalQuantity	+				Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvVi255wpEbGdrcN5Y29ycB4rvWStbZwpEbGdrcN5Y29ycB4rvVjeiZwpEbGdrcN5Y29ycA				the quantity of something (as a commodity) that is created (usually within a given period 	base
outside	08613472	Region	+								the outer side or surface of something	base
oven	03862676	Oven	=		Oven	Q36539	Mx4rvViZrJwpEbGdrcN5Y29ycA				kitchen appliance used for baking or roasting	base
overall	03863108	Trousers	+			Q140066496					(usually plural) work clothing consisting of denim trousers (usually with a bib and should	base
overhaul	00268112	Repairing	+								"periodic maintenance on a car or machine; ""it was time for an overhaul on the tractor"""	base
overview	06469223	Text	+				Mx4r1CCumKOMQdidZolcbRyzMA				"a general summary of a subject; ""the treasurer gave a brief overview of the financial cons"	base
owl	01621127	Owl	=			Q241515	Mx4rvVjvDJwpEbGdrcN5Y29ycA				nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes	base
owner	10388924	Human	+				Mx8NhB4rwP1IC5wpEbGdrcN5Y29ycB4rvViknpwpEbGdrcN5Y29ycB4rvVjXU5wpEbGdrcN5Y29ycB4rvVi255wpEbGdrcN5Y29ycA				"(law) someone who owns (is legal possessor of) a business; ""he is the owner of a chain of "	base
ownership	13240514	Attribute	+								the relation of an owner to the thing possessed; possession with the right to transfer pos	base
oxygen	14648100	Oxygen	=			Q629					a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammabl	base
pace	05058580	PerFn	=				Mx4rc06f4skrEdmAAAACs6hRjg				"the relative speed of progress or change; ""he lived at a fast pace""; ""he works at a great "	base
pack	03870672	Container	+			Q3033123	Mx8Ngh4rwP1535wpEbGdrcN5Y29ycB4rvVj0MZwpEbGdrcN5Y29ycA				a bundle (especially one carried on the back)	base
pack-of-cards	07956721	Collection	+								a pack of 52 playing cards	base
package	08008017	Collection	+			Q13107365					a collection of things wrapped or boxed together	base
packet	03871628	Artifact	+			Q25221956					a small package or bundle	base
page	06256697	Page	=			Q1069725					one side of one leaf (of a book or magazine or newspaper or letter etc.) or the written or	base
pain	05724694	Pain	=			Q81938					"a somatic sensation of acute discomfort; ""as the intensity increased the sensation changed"	base
pain-in-the-neck	10391513	Human	+								"a bothersome annoying person; ""that kid is a terrible pain"""	base
painfulness	07494363	EmotionalState	+								"emotional distress; a fundamental feeling that people try to avoid; ""the pain of lonelines"	base
paint	03875218	Paint	+			Q174219	Mx4rvVjTC5wpEbGdrcN5Y29ycA				a substance used as a coating to protect or decorate a surface (especially a mixture of pi	base
painter	10391653	Painter	+		Painter	Q1028181					an artist who paints	base
painting	03876519	PaintedPicture	=	schema:Painting	Painting	Q11629					"graphic art consisting of an artistic composition made by applying paints to a surface; ""a"	base
pair	07976936	GroupOfPeople	+				Mx4rvVi-y5wpEbGdrcN5Y29ycA				two people considered as a unit	base
palace	03877845	Building	+		Palace	Q16560	Mx4rvVjpbJwpEbGdrcN5Y29ycA				official residence of an exalted person (as a sovereign)	base
palm	12582231	BotanicalTree	+			Q14080					any plant of the family Palmae having an unbranched trunk crowned by large pinnate or palm	base
pan	02481629	Ape	+			Q80174	Mx4rvViF9JwpEbGdrcN5Y29ycA				chimpanzees; more closely related to Australopithecus than to other pongids	base
panel	03882058	EngineeringComponent	+				Mx4rvVjG1pwpEbGdrcN5Y29ycA				sheet that forms a distinct (usually flat and rectangular) section or component of somethi	base
panic	07520612	Panic	=			Q208450	Mx4rvVkHQJwpEbGdrcN5Y29ycA				an overwhelming feeling of fear and anxiety	base
paper	14974264	Paper	=		Paper	Q11472					a material made of cellulose pulp derived mainly from wood or rags or certain grasses	base
parade	08428485	Motion	+		Parade	Q657449	Mx4rvVjMDZwpEbGdrcN5Y29ycA				a ceremonial procession including people marching	base
paradiddle	07388816	RadiatingSound	+								the sound of a drum (especially a snare drum) beaten rapidly and continuously	base
paradox	06724559	False	+		Paradox	Q483372	Mx4rLHKF9tbJEdmAAACQJw5drg				"(logic) a statement that contradicts itself; ""`I always lie' is a paradox because if it is"	base
paragraph	06399995	Paragraph	+			Q1931107	Mx4rZ3gqxqpIEdaAAABQ2sS97g				one of several distinct subdivisions of a text intended to separate ideas; the beginning i	base
parameter	07328305	Entity	+			Q1410440				Parameter	any factor that defines a system and determines (or limits) its performance	base
parcel	01085098	Sharing	=			Q13107365					"the allotment of some amount by dividing something; ""death gets more than its share of att"	base
pardon	06552639	Certificate	+				Mx4rbvd9ihlJQdiDW7XllEbJkg				a warrant granting release from punishment for an offense	base
parent	10399491	BiologicalAttribute	+			Q7566					a father or mother; one who begets or one who gives birth to or nurtures and raises a chil	base
parity	06105314	Proposition	+			Q230967					(physics) parity is conserved in a universe in which the laws of physics are the same in a	physics
park	08615374	Park	+	schema:Park	Park	Q1312431	Mx4rwQwoIJwpEbGdrcN5Y29ycA				"a piece of open land for recreational use in an urban area; ""they went for a walk in the p"	base
parking	13778671	Region	+			Q267917	Mx4rrCXnQRI5EdeEdgACs6hRuw				"space in which vehicles can be parked; ""there is plenty of parking behind the store"""	base
parliament	08319198	Parliament	=		Parliament	Q35749	Mx4r4A_2hI2bQdiY2PczkXJ4BQ				a legislative assembly in certain countries	base
parole	07227301	Committing	+								"a promise; ""he gave his word"""	base
paroxysm	14082788	DiseaseOrSyndrome	+								"a sudden uncontrollable attack; ""a paroxysm of giggling""; ""a fit of coughing""; ""convulsion"	base
part	13809207	Entity	+			Q7401	Mx4rvVid6ZwpEbGdrcN5Y29ycA				"something determined in relation to something that includes it; ""he wanted to feel a part "	base
participant	10401829	Human	+								someone who takes part in an activity	base
particle	09386422	SubatomicParticle	+			Q1621273	Mx4rvVj0fpwpEbGdrcN5Y29ycA				a body having finite mass and internal structure but negligible dimensions	base
partner	10402417	SocialRole	+				Mx4rPKHIyry6EdmAAAACs6hRjg				a person who is a member of a partnership	base
partnership	06526291	Contract	+		Partnership	Q728646	Mx4rvVipSZwpEbGdrcN5Y29ycA				a contract between two or more persons who agree to pool talent and money and share profit	base
party	08252602	SocialParty	=		Party	Q1686000	Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvsaaeJwpEbGdrcN5Y29ycB4rvViAFJwpEbGdrcN5Y29ycB4rvViPO5wpEbGdrcN5Y29ycA				"a group of people gathered together for pleasure; ""she joined the party after dinner"""	base
pass	06690408	Certificate	+								"a document indicating permission to do something without restrictions; ""the media represen"	base
passage	05248181	BodyVessel	+								"a path or channel or duct through or along which something may pass; ""the nasal passages"""	base
passenger	10403876	SocialRole	+		Passenger	Q319604					a traveler riding in a vehicle (a boat or bus or car or plane or train etc) who is not ope	base
passing	00065575	ContestAttribute	+			Q1193328					"success in satisfying a test or requirement; ""his future depended on his passing that test"	base
passion	07480896	EmotionalState	+			Q335046	Mx4rvViwd5wpEbGdrcN5Y29ycA				a strong feeling or emotion	base
passport	06500937	Passport	=			Q43812					a document issued by a country to a citizen allowing that person to travel abroad and re-e	base
password	06674188	LinguisticExpression	+			Q161157					"a secret word or phrase known only to a restricted group; ""he forgot the password"""	base
past	15120823	PastFn	=			Q192630					"the time that has elapsed; ""forget the past"""	base
pastel	04974575	ColorAttribute	+			Q2513175					any of various pale or light colors	base
pastime	00431552	RecreationOrExercise	+								"a diversion that occupies one's time and thoughts (usually pleasantly); ""sailing is her fa"	base
pastime-game	00430606	Game	=								"an amusement or pastime; ""they played word games""; ""he thought of his painting as a game t"	base
pasture	08616050	Field	+			Q30121	Mx4rwQr53ZwpEbGdrcN5Y29ycA				a field covered with grass or herbage and suitable for grazing by livestock	base
patch	03897943	Fabric	+				Mx4rqlv2hrtKEdmAAAACs6hRjg				a piece of cloth used as decoration or to mend or cover a hole	base
patent	06501141	Patent	=		Patent	Q253623	Mx4rvVitH5wpEbGdrcN5Y29ycA				a document granting an inventor sole rights to an invention	base
path	09387222	Transitway	+			Q119781	Mx4r7k80XssQEdmAAAACs6hRjg				"a line or route along which something travels or moves; ""the hurricane demolished houses i"	base
patience	04640538	TraitAttribute	+			Q12846123	Mx4rvViKvpwpEbGdrcN5Y29ycA				good-natured tolerance of delay or incompetence	base
patient	10405694	Human	+	schema:Patient		Q181600	Mx4rvViT1JwpEbGdrcN5Y29ycA				"a person who requires medical care; ""the number of emergency patients has grown rapidly"""	base
patio	03899768	Patio	=		Patio	Q2577534					usually paved outdoor area adjoining a residence	base
patriot	10407310	BeliefGroup	+			Q1898124					one who loves and defends his or her country	base
patriotism	04878101	TraitAttribute	+			Q6241					"love of country and willingness to sacrifice for it; ""they rode the same wave of popular p"	base
patrol	08216176	SecurityUnit	=								a detachment used for security or reconnaissance	base
pattern	05938795	Abstract	+		Pattern	Q7148361	Mx4rvVjndZwpEbGdrcN5Y29ycA			Pattern	"a model considered worthy of imitation; ""the American constitution has provided a pattern "	base
pause	15271008	TimeInterval	+			Q1681122					a time interval during which there is a temporary cessation of something	base
payment	01120448	Payment	=				Mx4rvVkKHZwpEbGdrcN5Y29ycA				the act of paying money	base
pb	14643467	Lead	=			Q708					a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes	base
peace	07515790	Serenity	=			Q454					the absence of mental stress or anxiety	base
peacetime	13970236	PeaceState	=			Q454					the state prevailing during the absence of war	base
peak	08617963	LandArea	+								"the top or extreme point of something (usually a mountain or hill); ""the view from the pea"	base
peanut	07737745	Peanut	+			Q636425	Mx8Ngh4rwP4F85wpEbGdrcN5Y29ycB4rvVidtZwpEbGdrcN5Y29ycA				pod of the peanut vine containing usually 2 nuts or seeds; `groundnut' and `monkey nut' ar	base
peasant	10410996	Human	+			Q838811	Mx8NhB4rcacO5KgcQdidVfCUDYB6bg-HcGVhc2FudB4rvVii2ZwpEbGdrcN5Y29ycA-kNTVkM2VlYjQtMTdhYS00MWQ5LTlmNjgtYjkzYzE5ZTA2OTBl				one of a (chiefly European) class of agricultural laborers	base
pedestrian	10412055	Walking	+			Q221488	Mx4rW-FxPm-AEduAAAACs2IKfQ				a person who travels by foot	base
peel	07738353	FruitOrVegetable	+			Q171187					the rind of a fruit or vegetable	base
peer	09626238	SocialRole	+			Q268385	Mx4r8RZS6ry5EdmAAAACs6hRjg				a person who is of equal standing with another in a group	base
pen	03906997	WritingDevice	+			Q165447					a writing implement with a point from which ink flows	base
pencil	03908204	Pencil	=			Q14674	Mx4rvVjLfJwpEbGdrcN5Y29ycA				a thin cylindrical pointed writing implement; a rod of marking substance encased in wood	base
pencil-of-rays	13863020	GeometricFigure	+			Q15736718					a figure formed by a set of straight lines or light rays meeting at a point	physics
pension	13384164	CurrencyMeasure	+								a regular payment to a person that is intended to allow them to subsist without working	base
pensioner	10414612	Human	+				Mx4rXRRtHr-sEdaAAAACs6Mw3A				the beneficiary of a pension fund	base
people	07942152	GroupOfPeople	=		People	Q171283					"(plural) any group of human beings (men or women or children) collectively; ""old people""; "	base
pepper	13149506	FloweringPlant	+			Q43084					climber having dark red berries (peppercorns) when fully ripe; southern India and Sri Lank	base
perceiver	09626589	Human	+								a person who becomes aware (of things or events) through the senses	base
percentage	13817526	PositiveRealNumber	=								a proportion in relation to a whole (which is usually the amount per hundred)	base
perception	05708432	Perception	=			Q160402					the process of perceiving	base
perceptiveness	07513247	PsychologicalAttribute	+			Q399754					a feeling of understanding	base
performance	06891493	Performance	+		Performance						"a dramatic or musical entertainment; ""they listened to ten different performances""; ""the p"	base
performer	10415638	Performer	=			Q3153559					an entertainer who performs a dramatic or musical work for an audience	base
performing	00550771	Performance	=								"the act of presenting a play or a piece of music or other entertainment; ""we congratulated"	base
perfume	03916031	Solution	+		Perfume	Q131746	Mx4rvVjKfJwpEbGdrcN5Y29ycA				a toiletry that emits and diffuses a fragrant odor	base
periapsis	08618379	Region	+								(astronomy) the point in an orbit closest to the body being orbited	physics
period	06843520	Character	+								a punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop	base
period.time	15289779	TimeInterval	+								the interval taken to complete one cycle of a regularly repeating phenomenon	base
permission	06689297	Permission	+				Mx4rvViv2pwpEbGdrcN5Y29ycA				"approval to do something; ""he asked permission to leave"""	base
person	00007846	Human	=	schema:Person	Person	Q215627					"a human being; ""there was too much for one person to do"""	base
personal-identification-number	06887441	ComputerPassword	+				Mx4rp3B5vkyIQdmQPJezd-SpMw				a number you choose and use to gain access to various accounts	base
personal-knowledge	05817145	True	+								personal knowledge or information about someone or something	base
personality	04617562	TraitAttribute	+								the complex of all the attributes--behavioral, temperamental, emotional and mental--that c	base
perspective	06208751	Proposition	+				Mx4r7Pjy1hxzQdiSQ8-IJp0TBg				"a way of regarding situations or topics etc.; ""consider what follows from the positivist v"	base
perspiration	05405751	Sweat	+			Q3503092					"salty fluid secreted by sweat glands; ""sweat poured off his brow"""	base
perturbation	11414874	Physical	+			Q803623					(physics) a secondary influence on a system that causes it to deviate slightly	physics
pest	10419630	Human	+			Q219174					a persistently annoying person	base
pet	01318894	DomesticAnimal	+			Q39201					a domesticated animal kept for companionship or amusement	base
phase	15290337	TimeInterval	+				Mx4r5CqwVitOQdiDpueA9CTvzw				"any distinct time period in a sequence of events; ""we are in a transitional stage in which"	base
phase-space	00029114	SpaceRegion	+			Q62542					(physics) an ideal space in which the coordinate dimensions represent the variables that a	physics
phenomenon	00034213	Physical	=		Phenomenon						any state or process known through the senses rather than by intuition or reasoning	base
philosopher	10423589	Philosophy	=			Q4964182	Mx4rvVjuapwpEbGdrcN5Y29ycA				a specialist in philosophy	base
philosophy	06158346	Philosophy	@		Philosophy	Q5891	Mx4rvVjXOZwpEbGdrcN5Y29ycA				the rational investigation of questions about existence and knowledge and ethics	base
phone	04401088	Telephone	=			Q11035	Mx4rvVjTBZwpEbGdrcN5Y29ycA				electronic equipment that converts sound into electrical signals that can be transmitted o	base
phone-call	06272803	TelephoneCommunication	=			Q2296401					"a telephone connection; ""she reported several anonymous calls""; ""he placed a phone call to"	base
phone-number	06426111	ContentBearingObject	+			Q214995					"the number is used in calling a particular telephone; ""he has an unlisted number"""	base
photoelectron	09391089	Electron	+								an electron that is emitted from an atom or molecule by an incident photon	physics
photograph	03925226	Photograph	=	schema:Photograph	Photograph	Q125191					a representation of a person or scene in the form of a print or transparent slide; recorde	base
photographer	10426749	Photographer	=			Q33231	Mx4rvViqTJwpEbGdrcN5Y29ycA				someone who takes photographs professionally	base
photographic-film	03338821	PhotographicFilm	=		Photographic_film	Q6293	Mx4rvVkB4ZwpEbGdrcN5Y29ycA				photographic material consisting of a base of celluloid covered with a photographic emulsi	base
photography	00903559	ContentDevelopment	+		Photography	Q11633					the act of taking and printing photographs	base
physical-law	05872982	Proposition	+		Physical_law	Q408891					"a generalization that describes recurring facts or events in nature; ""the laws of thermody"	physics
physical-object	00002684	CorpuscularObject	=		Physical_object	Q223557		BFO_0000030	physical-object	PhysicalObject	"a tangible and visible entity; an entity that can cast a shadow; ""it was full of rackets, "	base
physical-phenomenon	11419404	IntentionalProcess	[								a natural phenomenon involving the physical properties of matter and energy	physics
physicist	10428004	Physicist	=			Q169470	Mx4rvViN4ZwpEbGdrcN5Y29ycA				a scientist trained in physics	physics
physics	06090869	Physics	=		Physics	Q413					"the science of matter and energy and their interactions; ""his favorite subject was physics"	base
piano	03928116	Piano	=		Piano	Q5994	Mx4rvViiWZwpEbGdrcN5Y29ycA				a keyboard instrument that is played by depressing keys that cause hammers to strike tuned	base
pie	07625493	PreparedFood	+			Q13360264					dish baked in pastry-lined pan often with a pastry top	base
piece	03932203	Entity	+				Mx4rdvPVjrtKEdmAAAACs6hRjg				"a separate part of a whole; ""an important piece of the evidence"""	base
piece-of-paper	06255777	Paper	+								paper used for writing or printing	base
pier	03933933	StationaryArtifact	+		Pier	Q335297	Mx4rlIY0dq1gEdqAAAACs6hO_g				a support for two adjacent bridge spans	base
pig	10179649	Human	+			Q787	Mx4rvViuYZwpEbGdrcN5Y29ycA				a person regarded as greedy and pig-like	base
pigeon	01811909	Pigeon	=			Q209239	Mx4rvVjFrZwpEbGdrcN5Y29ycA				wild and domesticated birds having a heavy body and short legs	base
pile	07961480	Collection	+								a collection of objects laid on top of each other	base
pill	03936895	Hormone	+			Q817281	Mx4rwP1I25wpEbGdrcN5Y29ycA				a contraceptive in the form of a pill containing estrogen and progestin to inhibit ovulati	base
pillow	03938244	Pillow	+			Q99895	Mx4rvVib95wpEbGdrcN5Y29ycA				a cushion to support the head of a sleeping person	base
pilot	10433164	Pilot	=			Q2095549					someone who is licensed to operate an aircraft in flight	base
pion	09392656	SubatomicParticle	+			Q4097					a meson involved in holding the nucleus together; produced as the result of high-energy pa	physics
pioneer	10434725	SocialRole	+			Q3492227					someone who helps to open up a new line of research or technology or art	base
pipe	13901321	ShapeAttribute	+			Q104526					a hollow cylindrical shape	base
pipe-organ	03854065	WindInstrument	+		Pipe_organ	Q281460					wind instrument whose sound is produced by means of pipes arranged in sets supplied with a	base
pit	03949663	Device	+				Mx4rvaKcg5wpEbGdrcN5Y29ycA				a trap in the form of a concealed hole	base
pitch	04985198	SoundAttribute	+			Q118819					the property of sound that varies with variation in the frequency of vibration	base
pity	07305098	SubjectiveAssessmentAttribute	+				Mx4rwPunxJwpEbGdrcN5Y29ycA				"an unfortunate development; ""it's a pity he couldn't do it"""	base
place	00027167	Region	=	schema:Place	Place					Place	a point or extent in space	base
placement	05075602	Designing	+								"the spatial property of the way in which something is placed; ""the arrangement of the furn"	base
plaintiff	10437852	LegalAgent	+			Q468489					a person who brings an action in a court of law	base
plan	05898568	Plan	=		Plan		Mx4r9DYNZvBfQdiISKek7wWggA			Plan	"a series of steps to be carried out or goals to be accomplished; ""they drew up a six-step "	base
planck's-law	05887365	Proposition	+								(physics) the basis of quantum theory; the energy of electromagnetic waves is contained in	physics
planck's-radiation-law	05887712	Proposition	+								(physics) an equation that expresses the distribution of energy in the radiated spectrum o	physics
