name	issue	ids
email	opencyc: 2 classes match ['email']	Mx4rWhJBphJMEd2AAADggVfs8g Mx4rvgIDb5wpEbGdrcN5Y29ycA
embassy	opencyc: 2 classes match ['embassy']	Mx4rvVmmK5wpEbGdrcN5Y29ycA Mx4rwBufDJwpEbGdrcN5Y29ycA
employee	opencyc: 2 classes match ['employee']	Mx4rvVjsQZwpEbGdrcN5Y29ycA Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvViAkpwpEbGdrcN5Y29ycB4rvVjLlpwpEbGdrcN5Y29ycB4rvsaaeJwpEbGdrcN5Y29ycA
empty-space	opencyc: 2 classes match ['empty-space']	Mx4rvViZqZwpEbGdrcN5Y29ycA Mx4rvVjuZZwpEbGdrcN5Y29ycA
energy	opencyc: 3 classes match ['energy']	Mx4r4EvrBwhxEduVMgDggVaqog Mx4rvVitG5wpEbGdrcN5Y29ycA Mx4rvVjap5wpEbGdrcN5Y29ycA
era	opencyc: 2 classes match ['era']	Mx4r0EUkt2EYEdaOHQACs0uFOQ Mx4rJg1iXsbsEdmAAAACs6hRjg
escort	opencyc: 3 classes match ['escort']	Mx4rvVjEapwpEbGdrcN5Y29ycA Mx4rvVjNq5wpEbGdrcN5Y29ycA Mx4rvVjoWpwpEbGdrcN5Y29ycA
execution	opencyc: 2 classes match ['execution']	Mx4rUZqx2C3bQdmQCvY8hJFo8Q Mx8NhB4rcacO5KgcQdidVfCUDYB6bg-JZXhlY3V0aW9uHiu9aBMQnCkRsZ2tw3ljb3JwD6Q1OGQyMWNhOC00MjMzLTQxZGEtOGE1Zi1mOWEwMmEwOTk3NmE
expedition	opencyc: 2 classes match ['expedition']	Mx4rI7NJ2ssdEdmAAAACs6hRjg Mx4rvYxQtJwpEbGdrcN5Y29ycA
explanation	opencyc: 3 classes match ['explanation']	Mx4rcOYk_MkpEdmAAAACs6hRjg Mx4rvW7ze5wpEbGdrcN5Y29ycA Mx8Ngh4r_9MKDLvoEdmAAAACs6hRjh4rvW7ze5wpEbGdrcN5Y29ycA
exposure	opencyc: 3 classes match ['exposure']	Mx4rvffvS5wpEbGdrcN5Y29ycA Mx4rvhuTpJwpEbGdrcN5Y29ycA Mx4rwQrrW5wpEbGdrcN5Y29ycA
facility	opencyc: 2 classes match ['facility']	Mx4rcbTVwc5uEdeX_wACs6hRuw Mx4rv51bpZwpEbGdrcN5Y29ycA
fan	opencyc: 3 classes match ['fan']	Mx4rvViN6ZwpEbGdrcN5Y29ycA Mx4rvVila5wpEbGdrcN5Y29ycA Mx4rvgEN6pwpEbGdrcN5Y29ycA
fat	opencyc: 3 classes match ['fat']	Mx4r87uGaAGRQdefa_uVdxD6Rw Mx4rPLzFJZGrSv6VP2CQ5PzsSA Mx4rvVjaapwpEbGdrcN5Y29ycA
father	opencyc: 2 classes match ['father']	Mx4rwD1-BpwpEbGdrcN5Y29ycA Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvVjpQ5wpEbGdrcN5Y29ycB4rvVjS_JwpEbGdrcN5Y29ycB4rvViwMZwpEbGdrcN5Y29ycA
feather	opencyc: 2 classes match ['feather']	Mx4rvVjW-5wpEbGdrcN5Y29ycA Mx8Ngh4rwP1535wpEbGdrcN5Y29ycB4rvVjW-5wpEbGdrcN5Y29ycA
field	opencyc: 2 classes match ['field']	Mx4rvVjLUZwpEbGdrcN5Y29ycA Mx4rvVjuppwpEbGdrcN5Y29ycA
file	opencyc: 2 classes match ['file']	Mx4rvViJa5wpEbGdrcN5Y29ycA Mx4rvViXC5wpEbGdrcN5Y29ycA
fish	opencyc: 2 classes match ['fish']	Mx4rvVjfU5wpEbGdrcN5Y29ycA Mx8Ngh4rvVi-TJwpEbGdrcN5Y29ycB4rv4Tb5pwpEbGdrcN5Y29ycA
flare	opencyc: 2 classes match ['flare']	Mx4rdMeA5LaeEdmFRQACs6hRjg Mx4rvVimA5wpEbGdrcN5Y29ycA
flower	opencyc: 2 classes match ['flower']	Mx4rvVipFpwpEbGdrcN5Y29ycA Mx4rvVkGk5wpEbGdrcN5Y29ycA
fog	opencyc: 2 classes match ['fog']	Mx4rP9i8FSwaEdiUggAH6RYvSQ Mx4rvVjhR5wpEbGdrcN5Y29ycA
folk-music	opencyc: 2 classes match ['folk-music']	Mx4rd4S_iHS_EdaAAACgyZzFrg Mx4rvuj-7pwpEbGdrcN5Y29ycA
football	opencyc: 2 classes match ['football']	Mx4rvViw3ZwpEbGdrcN5Y29ycA Mx4rvVj_R5wpEbGdrcN5Y29ycA
force	opencyc: 2 classes match ['force']	Mx4rYmxx1hO_QdiX_dcQsHDtOg Mx4rvVkA6pwpEbGdrcN5Y29ycA
foundation	opencyc: 3 classes match ['foundation']	Mx4rvVioJpwpEbGdrcN5Y29ycA Mx4rvVj3ApwpEbGdrcN5Y29ycA Mx4rvVowaJwpEbGdrcN5Y29ycA
fountain	opencyc: 2 classes match ['fountain']	Mx4rvs83fZwpEbGdrcN5Y29ycA Mx4rvvhy25wpEbGdrcN5Y29ycA
front	opencyc: 2 classes match ['front']	Mx4rvViEnJwpEbGdrcN5Y29ycA Mx4rvVj2oZwpEbGdrcN5Y29ycA
fruit	opencyc: 2 classes match ['fruit']	Mx4rvVjl1JwpEbGdrcN5Y29ycA Mx8Ngh4rwU6E5pwpEbGdrcN5Y29ycB4rvVjl1JwpEbGdrcN5Y29ycA
fuel	opencyc: 2 classes match ['fuel']	Mx4rmKSWtEu3QGql-a9CjDenog Mx4rvVitW5wpEbGdrcN5Y29ycA
gap	opencyc: 2 classes match ['gap']	Mx4rKcNNdiTeQdeGX8Q4xfdiiQ Mx4rvV-KqJwpEbGdrcN5Y29ycA
gas	opencyc: 2 classes match ['gas']	Mx4rvVi9X5wpEbGdrcN5Y29ycA Mx4rvVjFK5wpEbGdrcN5Y29ycA
gear	opencyc: 2 classes match ['gear']	Mx4rg3ceOrTdQdebtNZVPjQwpA Mx4rvVkBhZwpEbGdrcN5Y29ycA
gene	opencyc: 2 classes match ['gene']	Mx4rSWTK-c1YTl6N61gNag7Hmg Mx4rv0yv45wpEbGdrcN5Y29ycA
gift	opencyc: 2 classes match ['gift']	Mx4rvymTcZwpEbGdrcN5Y29ycA Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rtM0npht0QdiUF94Dipp7Ph4rUhA0loCiEdeOJQACs6hcsx4rvVjEyJwpEbGdrcN5Y29ycA
glass	opencyc: 3 classes match ['glass']	Mx4rdfxw4LODR4uzau68m1Qksw Mx4rvViG-5wpEbGdrcN5Y29ycA Mx8Ngh4rwPzX0JwpEbGdrcN5Y29ycB4rvViG-5wpEbGdrcN5Y29ycA
goal	opencyc: 3 classes match ['goal']	Mx4rvVifj5wpEbGdrcN5Y29ycA Mx4rvVj7A5wpEbGdrcN5Y29ycA Mx4rwPufMpwpEbGdrcN5Y29ycA
gold	opencyc: 3 classes match ['gold']	Mx4r7FSQ_nS6EdaAAACgyZzFrg Mx4rLYCdcghuEduVMwDggVaqog Mx4rvVigNJwpEbGdrcN5Y29ycA
graph	opencyc: 2 classes match ['graph']	Mx4rVyhPOAVvQdiRoZcGVqZelQ Mx4rv_EUkZwpEbGdrcN5Y29ycA
grass	opencyc: 2 classes match ['grass']	Mx4rvViZVpwpEbGdrcN5Y29ycA Mx4rvViqnJwpEbGdrcN5Y29ycA
group	opencyc: 6 classes match ['group']	Mx8Ngh4rk8FkyByASfy4ekR80cwMTA-FZ3JvdXA Mx8Ngx4rM-NwJnehQdiMmoz0XEc8Jx8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rGs71ns4GEdmAAAACs6hRjg-nY3ljb3JwUmVmcmlnZXJhdG9yTWFzc0VtYWlsU2VuZGluZ190YXNrhg Mx8Ngx4rM-NwJnehQdiMmoz0XEc8Jx8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rGs71ns4GEdmAAAACs6hRjg-nY3ljb3JwUmVmcmlnZXJhdG9yTWFzc0VtYWlsU2VuZGluZ190YXNroQ Mx8Ngx4rM-NwJnehQdiMmoz0XEc8Jx8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rLvmjms4EEdmAAAACs6hRjg-JcGluZ190YXNrhA Mx8Ngx4rM-NwJnehQdiMmoz0XEc8Jx8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rLvmjms4EEdmAAAACs6hRjg-NaW5pdGlhdGVfdGFza4E Mx8Ngx4rM-NwJnehQdiMmoz0XEc8Jx8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rY7gz3s4FEdmAAAACs6hRjg-gY3ljbGlzdEVtYWlsQWRkcmVzc0NoZWNraW5nX3Rhc2uK
hair	opencyc: 2 classes match ['hair']	Mx4rIDG-Mp88EdaAAACgycbRww Mx4rvVjOX5wpEbGdrcN5Y29ycA
hammer	opencyc: 2 classes match ['hammer']	Mx4rvVjSApwpEbGdrcN5Y29ycA Mx4rvqejL5wpEbGdrcN5Y29ycA
heart	opencyc: 3 classes match ['heart']	Mx4rv3nTTJwpEbGdrcN5Y29ycA Mx4rvVjvDpwpEbGdrcN5Y29ycA Mx4rvu5T8JwpEbGdrcN5Y29ycA
helping	opencyc: 2 classes match ['helping']	Mx4rsoMvA7diEdmFRQACs6hRjg Mx4rwQBn8ZwpEbGdrcN5Y29ycA
hemisphere	opencyc: 3 classes match ['hemisphere']	Mx4rvVj2hZwpEbGdrcN5Y29ycA Mx4rwPSJjZwpEbGdrcN5Y29ycA Mx4ryStbyFITEdqAAAACs0uFOQ
hierarchy	opencyc: 2 classes match ['hierarchy']	Mx4rRoKBujAUQdiMhcWx9Evv3g Mx4rhnnXjDAUQdiJ2_1fK2LspA
hospital	opencyc: 2 classes match ['hospital']	Mx4rvViRwZwpEbGdrcN5Y29ycA Mx4rvVjptJwpEbGdrcN5Y29ycA
hotel	opencyc: 2 classes match ['hotel']	Mx4rvViIe5wpEbGdrcN5Y29ycA Mx4rwHkLf5wpEbGdrcN5Y29ycA
human-body	opencyc: 2 classes match ['human-body']	Mx4rveQoDZwpEbGdrcN5Y29ycA Mx8Ngx4rwKSh9pwpEbGdrcN5Y29ycB4rIcwFloGUQdeMlsOWYLFB2x4rvViebZwpEbGdrcN5Y29ycA
index	opencyc: 3 classes match ['index']	Mx4rJRbliLvdEdmAAAACs6hRjg Mx4rvtD0JZwpEbGdrcN5Y29ycA Mx4rwSiXsJwpEbGdrcN5Y29ycA
individual	opencyc: 2 classes match ['individual']	Mx4rvVjaApwpEbGdrcN5Y29ycA Mx4rvsaaeJwpEbGdrcN5Y29ycA
industry	opencyc: 3 classes match ['industry']	Mx4rvVizBJwpEbGdrcN5Y29ycA Mx4rvVjiyJwpEbGdrcN5Y29ycA Mx4rvxQhVpwpEbGdrcN5Y29ycA
infection	opencyc: 4 classes match ['infection']	Mx4rwQwvf5wpEbGdrcN5Y29ycA Mx8Ngh4rvV2GNJwpEbGdrcN5Y29ycB4r9TK2ru00EduAAAACs6hRXg Mx8Ngh4rvV2GNJwpEbGdrcN5Y29ycB4rL4Ysfu3eEduAAAACs6hRXg Mx8Ngh4rvV2GNJwpEbGdrcN5Y29ycB4rTX2aaO3uEduAAAACs6hRXg
influenza	opencyc: 2 classes match ['influenza']	Mx4rwP1OkZwpEbGdrcN5Y29ycA Mx8Ngh4rwC0k0JwpEbGdrcN5Y29ycB4rpyBJYq_YEdyJ7wACs6hRYQ
initial	opencyc: 20 classes match ['initial']	Mx8Ngx4rfZAALH3rQdiNfpTlKkLy-R8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rGs71ns4GEdmAAAACs6hRjg-NaW5pdGlhdGVfdGFza60 Mx8Ngx4rfZAALH3rQdiNfpTlKkLy-R8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rGs71ns4GEdmAAAACs6hRjg-nY3ljb3JwUmVmcmlnZXJhdG9yTWFzc0VtYWlsU2VuZGluZ190YXNrhA Mx8Ngx4rfZAALH3rQdiNfpTlKkLy-R8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rGs71ns4GEdmAAAACs6hRjg-nY3ljb3JwUmVmcmlnZXJhdG9yTWFzc0VtYWlsU2VuZGluZ190YXNrhw Mx8Ngx4rfZAALH3rQdiNfpTlKkLy-R8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rGs71ns4GEdmAAAACs6hRjg-nY3ljb3JwUmVmcmlnZXJhdG9yTWFzc0VtYWlsU2VuZGluZ190YXNrkA Mx8Ngx4rfZAALH3rQdiNfpTlKkLy-R8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rGs71ns4GEdmAAAACs6hRjg-nY3ljb3JwUmVmcmlnZXJhdG9yTWFzc0VtYWlsU2VuZGluZ190YXNrnw Mx8Ngx4rfZAALH3rQdiNfpTlKkLy-R8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rGs71ns4GEdmAAAACs6hRjg-nY3ljb3JwUmVmcmlnZXJhdG9yTWFzc0VtYWlsU2VuZGluZ190YXNrog
injury	opencyc: 2 classes match ['injury']	Mx4rvWKT6pwpEbGdrcN5Y29ycA Mx4rwP1lHpwpEbGdrcN5Y29ycA
instrument	opencyc: 2 classes match ['instrument']	Mx4rTMBVhL2oEdmAAAACs6hRjg Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvVj27ZwpEbGdrcN5Y29ycB4rvV1Os5wpEbGdrcN5Y29ycB4rvViADZwpEbGdrcN5Y29ycA
invitation	opencyc: 2 classes match ['invitation']	Mx4rwP1hy5wpEbGdrcN5Y29ycA Mx4rwP1kPZwpEbGdrcN5Y29ycA
iron	opencyc: 2 classes match ['iron']	Mx4rvVjKRJwpEbGdrcN5Y29ycA Mx4rwPzhPZwpEbGdrcN5Y29ycA
island	opencyc: 2 classes match ['island']	Mx4rb72jtGnfT0eDS9jaTHgfew Mx4rvVi7OZwpEbGdrcN5Y29ycA
job	opencyc: 2 classes match ['job']	Mx4rvVjWt5wpEbGdrcN5Y29ycA Mx4rvWWQqpwpEbGdrcN5Y29ycA
joint	opencyc: 2 classes match ['joint']	Mx4r4wAZortWEdmAAAACs6hRjg Mx4rvVjjdpwpEbGdrcN5Y29ycA
junction	opencyc: 2 classes match ['junction']	Mx4rwPu9xJwpEbGdrcN5Y29ycA Mx4ryYINeLtWEdmAAAACs6hRjg
key	opencyc: 2 classes match ['key']	Mx4rvVjruZwpEbGdrcN5Y29ycA Mx4rvVkAw5wpEbGdrcN5Y29ycA
king	opencyc: 2 classes match ['king']	Mx4ra0itqA02QL2aXxE0rTN1Dg Mx4rvVjnNpwpEbGdrcN5Y29ycA
kite	opencyc: 2 classes match ['kite']	Mx4rvV3kTpwpEbGdrcN5Y29ycA Mx4rwFVtrpwpEbGdrcN5Y29ycA
knight	opencyc: 2 classes match ['knight']	Mx4rsfxV3p1OSwmVHbdSvG8c9g Mx4rv2v9cpwpEbGdrcN5Y29ycA
landmine	opencyc: 2 classes match ['landmine']	Mx4rvfdTwZwpEbGdrcN5Y29ycA Mx8Ngh4rvtnq8JwpEbGdrcN5Y29ycB4rvfdTwZwpEbGdrcN5Y29ycA
layer	opencyc: 2 classes match ['layer']	Mx4rve4lGpwpEbGdrcN5Y29ycA Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvVj27ZwpEbGdrcN5Y29ycB4rzKl_BN4eEdqAAAACs71DGR4rXMwQRnS7EdaAAACgyZzFrg
leader	opencyc: 4 classes match ['leader']	Mx4rwQr5eJwpEbGdrcN5Y29ycA Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvViAkpwpEbGdrcN5Y29ycB4rvBf1_NaSQdieY_gD8phnsh4rvViAkpwpEbGdrcN5Y29ycA Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvVinb5wpEbGdrcN5Y29ycB4rvVjVTpwpEbGdrcN5Y29ycB8Ngh4rwP1535wpEbGdrcN5Y29ycB4rvVinb5wpEbGdrcN5Y29ycA Mx8NhB4rwP1IC5wpEbGdrcN5Y29ycB4rvViAkpwpEbGdrcN5Y29ycB4rtlvGJtaRQdiCcI6D7KUNHR4rvViAkpwpEbGdrcN5Y29ycA
leg	opencyc: 2 classes match ['leg']	Mx4rvViYzZwpEbGdrcN5Y29ycA Mx4rvVj7SJwpEbGdrcN5Y29ycA
lemon	opencyc: 2 classes match ['lemon']	Mx8Ngh4rvVipdpwpEbGdrcN5Y29ycB4rvVicb5wpEbGdrcN5Y29ycA Mx8Ngh4rwU6E5pwpEbGdrcN5Y29ycB8Ngh4rvVipdpwpEbGdrcN5Y29ycB4rvVicb5wpEbGdrcN5Y29ycA
letter	opencyc: 2 classes match ['letter']	Mx4rvq7pm5wpEbGdrcN5Y29ycA Mx4rwSNjZZwpEbGdrcN5Y29ycA
library	opencyc: 4 classes match ['library']	Mx4ru41tNCaOQdeei6b7OtKxmg Mx4rvVjknJwpEbGdrcN5Y29ycA Mx4rvVjzh5wpEbGdrcN5Y29ycA Mx4rvVkHa5wpEbGdrcN5Y29ycA
life	opencyc: 2 classes match ['life']	Mx4r_C5-vdedT1-x-p7fjfyAAQ Mx4rv4YeppwpEbGdrcN5Y29ycA
liquid	opencyc: 2 classes match ['liquid']	Mx4rvVjSoJwpEbGdrcN5Y29ycA Mx4rvVkJSJwpEbGdrcN5Y29ycA
list	opencyc: 5 classes match ['list']	Mx4r4QYKtA4dQdecRak4K1sgXQ Mx4rGxWKcVL1EdaCtgACs0uXdw Mx4rvVjYvpwpEbGdrcN5Y29ycA Mx4rvtUAU5wpEbGdrcN5Y29ycA Mx8Ngh4rvmtxnJwpEbGdrcN5Y29ycB4rvViA9JwpEbGdrcN5Y29ycA
lock	opencyc: 2 classes match ['lock']	Mx4rvVjdWpwpEbGdrcN5Y29ycA Mx4rvVjgZZwpEbGdrcN5Y29ycA
log	opencyc: 28 classes match ['log']	Mx4rvVjRxZwpEbGdrcN5Y29ycA Mx4rvVjVkJwpEbGdrcN5Y29ycA Mx8Ngx4r3lrOXnk3QdiMFqUDV1_jbh8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rGs71ns4GEdmAAAACs6hRjg-nY3ljb3JwUmVmcmlnZXJhdG9yTWFzc0VtYWlsU2VuZGluZ190YXNrhQ Mx8Ngx4r3lrOXnk3QdiMFqUDV1_jbh8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rGs71ns4GEdmAAAACs6hRjg-nY3ljb3JwUmVmcmlnZXJhdG9yTWFzc0VtYWlsU2VuZGluZ190YXNrjg Mx8Ngx4r3lrOXnk3QdiMFqUDV1_jbh8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rGs71ns4GEdmAAAACs6hRjg-nY3ljb3JwUmVmcmlnZXJhdG9yTWFzc0VtYWlsU2VuZGluZ190YXNrlA Mx8Ngx4r3lrOXnk3QdiMFqUDV1_jbh8Ngx4rj8qOgHbmQdiTr4JtS3CS_h4rGs71ns4GEdmAAAACs6hRjg-nY3ljb3JwUmVmcmlnZXJhdG9yTWFzc0VtYWlsU2VuZGluZ190YXNrlg
magazine	opencyc: 4 classes match ['magazine']	Mx4rvViXeJwpEbGdrcN5Y29ycA Mx4rwIgEYZwpEbGdrcN5Y29ycA Mx4rwQ7-8pwpEbGdrcN5Y29ycA Mx8Ngh4rvc4rXZwpEbGdrcN5Y29ycB4rwIgEYZwpEbGdrcN5Y29ycA
manuscript	opencyc: 2 classes match ['manuscript']	Mx4rTFCPhMcbEdmAAAACs6hRjg Mx4rvVjn9ZwpEbGdrcN5Y29ycA
map	opencyc: 2 classes match ['map']	Mx4rvVjntJwpEbGdrcN5Y29ycA Mx4rvdOOfpwpEbGdrcN5Y29ycA
marathon	opencyc: 2 classes match ['marathon']	Mx4rvVjDJpwpEbGdrcN5Y29ycA Mx4rvVkDKJwpEbGdrcN5Y29ycA
marble	opencyc: 2 classes match ['marble']	Mx4rv_Smo5wpEbGdrcN5Y29ycA Mx4rwP1ggZwpEbGdrcN5Y29ycA
marriage	opencyc: 2 classes match ['marriage']	Mx4r4zP7pESDQdmSdPFzGzSRAg Mx4rwIp2aZwpEbGdrcN5Y29ycA
match	opencyc: 2 classes match ['match']	Mx4rvVjH5pwpEbGdrcN5Y29ycA Mx4rvVjyf5wpEbGdrcN5Y29ycA
measure	opencyc: 2 classes match ['measure']	Mx4rr8W5skPwQdmb_rNCGlJowg Mx4rvaEcosFuQdiNopS8VV8ODg
middleman	opencyc: 2 classes match ['middleman']	Mx4rPzpCIStqEdiaugAH6RYvVQ Mx4rRzPrCCFnQ8iYOgr-_cTu2A
milk	opencyc: 2 classes match ['milk']	Mx4rvVi3fpwpEbGdrcN5Y29ycA Mx4rvVjGZJwpEbGdrcN5Y29ycA
mind	opencyc: 2 classes match ['mind']	Mx4rvViL6ZwpEbGdrcN5Y29ycA Mx4rvgJTqJwpEbGdrcN5Y29ycA
mine	opencyc: 2 classes match ['mine']	Mx4rvXaPgZwpEbGdrcN5Y29ycA Mx4rwPKlipwpEbGdrcN5Y29ycA
monastery	opencyc: 2 classes match ['monastery']	Mx4rvnwexpwpEbGdrcN5Y29ycA Mx4rwR_zXZwpEbGdrcN5Y29ycA
movement	opencyc: 2 classes match ['movement']	Mx4rvViQzZwpEbGdrcN5Y29ycA Mx4rvVkEAZwpEbGdrcN5Y29ycA
mud	opencyc: 2 classes match ['mud']	Mx4rv8ATvpwpEbGdrcN5Y29ycA Mx4rvgC2EpwpEbGdrcN5Y29ycA
muscle	opencyc: 3 classes match ['muscle']	Mx4rvViXO5wpEbGdrcN5Y29ycA Mx4rvVjMOJwpEbGdrcN5Y29ycA Mx4rvYA8cJwpEbGdrcN5Y29ycA
musical-note	opencyc: 2 classes match ['musical-note']	Mx4rMbzLMn9qEd2AAABQjYGu0g Mx4rkLAqdn7AEd2AAABQjYGu0g
mystery	opencyc: 2 classes match ['mystery']	Mx4rq0dgAHS_EdaAAACgyZzFrg Mx4rvvHsWpwpEbGdrcN5Y29ycA
nail	opencyc: 2 classes match ['nail']	Mx4rvVips5wpEbGdrcN5Y29ycA Mx4rvVjJv5wpEbGdrcN5Y29ycA
need	opencyc: 2 classes match ['need']	Mx4roBL-XsCkEdmAAAACs6hRjg Mx4rvVkGrpwpEbGdrcN5Y29ycA
newspaper	opencyc: 2 classes match ['newspaper']	Mx4rv4ByW5wpEbGdrcN5Y29ycA Mx4rvVigXJwpEbGdrcN5Y29ycA
nut	opencyc: 2 classes match ['nut']	Mx4rvVjUyJwpEbGdrcN5Y29ycA Mx4rvVjVC5wpEbGdrcN5Y29ycA
opera	opencyc: 2 classes match ['opera']	Mx4rX7xb_nS_EdaAAACgyZzFrg Mx4rvcOKYJwpEbGdrcN5Y29ycA
orange	opencyc: 2 classes match ['orange']	Mx4rkQ3iuHS6EdaAAACgyZzFrg Mx8Ngh4rvVipdpwpEbGdrcN5Y29ycB4rvVicrZwpEbGdrcN5Y29ycA
orbit	opencyc: 2 classes match ['orbit']	Mx4rvW8EgZwpEbGdrcN5Y29ycA Mx4rvgEQJ5wpEbGdrcN5Y29ycA
organ	opencyc: 2 classes match ['organ']	Mx4rv5XMb5wpEbGdrcN5Y29ycA Mx4rwP3iWpwpEbGdrcN5Y29ycA
organization	opencyc: 3 classes match ['organization']	Mx4r4CJeFrviEdmAAAACs6hRjg Mx4rtk5ZvrviEdmAAAACs6hRjg Mx4rvVjVT5wpEbGdrcN5Y29ycA
orientation	opencyc: 2 classes match ['orientation']	Mx4rvaWdm5wpEbGdrcN5Y29ycA Mx4rwPurYJwpEbGdrcN5Y29ycA
oxygen	opencyc: 2 classes match ['oxygen']	Mx4rvVjIyJwpEbGdrcN5Y29ycA Mx8Ngh4rwBhyv5wpEbGdrcN5Y29ycB4rmxuaTB8REdaAAABQ2rksLw
packet	opencyc: 2 classes match ['packet']	Mx4rvVwruZwpEbGdrcN5Y29ycA Mx4rvqJ145wpEbGdrcN5Y29ycA
page	opencyc: 3 classes match ['page']	Mx4rNmrExFCtEdaAAABQ2rksLw Mx4rvXYy95wpEbGdrcN5Y29ycA Mx4rvpJfnZwpEbGdrcN5Y29ycA
pain	opencyc: 2 classes match ['pain']	Mx4rvViuZpwpEbGdrcN5Y29ycA Mx4rvpDxqJwpEbGdrcN5Y29ycA
painter	opencyc: 2 classes match ['painter']	Mx4rvVisSZwpEbGdrcN5Y29ycA Mx4rvVjPWZwpEbGdrcN5Y29ycA
painting	opencyc: 2 classes match ['painting']	Mx4rvVjHfpwpEbGdrcN5Y29ycA Mx4rvVjTRZwpEbGdrcN5Y29ycA
palm	opencyc: 2 classes match ['palm']	Mx4rvVjuqJwpEbGdrcN5Y29ycA Mx4rvVkDKZwpEbGdrcN5Y29ycA
paper	opencyc: 4 classes match ['paper']	Mx4rvVibNJwpEbGdrcN5Y29ycA Mx4rwQNZDZwpEbGdrcN5Y29ycA Mx4rwQq3eJwpEbGdrcN5Y29ycA Mx8NhB4rcacO5KgcQdidVfCUDYB6bg-FUGFwZXIeK71YypGcKRGxna3DeWNvcnAPpDVmOTcyY2EyLTVlNzktNDFkOS05MDY5LWU4MmIyOGMzZTI4Mw
parameter	opencyc: 2 classes match ['parameter']	Mx4r9lIvlpcoEdqAAAACs4vPlg Mx4rwP1UjpwpEbGdrcN5Y29ycA
parent	opencyc: 3 classes match ['parent']	Mx4rrD4nwhPAQdiBgpEkGcmqbg Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvViwMZwpEbGdrcN5Y29ycB4rvVixhJwpEbGdrcN5Y29ycB4rvViwMZwpEbGdrcN5Y29ycA Mx8NhB4rwP1IC5wpEbGdrcN5Y29ycB4rvViwMZwpEbGdrcN5Y29ycB4rvVjPcJwpEbGdrcN5Y29ycB4rvViwMZwpEbGdrcN5Y29ycA
passing	opencyc: 2 classes match ['passing']	Mx4rvViLq5wpEbGdrcN5Y29ycA Mx4rvVidQpwpEbGdrcN5Y29ycA
passport	opencyc: 2 classes match ['passport']	Mx4r0hs1fBY9QdmQnISgLNCG4Q Mx4rwQr9WJwpEbGdrcN5Y29ycA
password	opencyc: 2 classes match ['password']	Mx4rlyNhMSp4EdiUfwAH6RYvSQ Mx4rwECRgZwpEbGdrcN5Y29ycA
pastel	opencyc: 2 classes match ['pastel']	Mx4rVVVJsiy8Qdicw56gEul3BA Mx4rYZ4jJCy8Qdic5tRsTGr06w
patriot	opencyc: 2 classes match ['patriot']	Mx4rvVi2CJwpEbGdrcN5Y29ycA Mx4rwcCRBizVQdiayLYEb228Wg
pause	opencyc: 2 classes match ['pause']	Mx4rvZ1ZmJwpEbGdrcN5Y29ycA Mx4rz_9eFnS6EdaAAACgyZzFrg
pen	opencyc: 2 classes match ['pen']	Mx4rvViISpwpEbGdrcN5Y29ycA Mx4rwPu4g5wpEbGdrcN5Y29ycA
pepper	opencyc: 3 classes match ['pepper']	Mx4rvVifq5wpEbGdrcN5Y29ycA Mx4rvVjt85wpEbGdrcN5Y29ycA Mx8Ngh4rvVipdpwpEbGdrcN5Y29ycB4rwQCbBJwpEbGdrcN5Y29ycA
performing	opencyc: 2 classes match ['performing']	Mx4rvVieP5wpEbGdrcN5Y29ycA Mx4rwPRyi5wpEbGdrcN5Y29ycA
person	opencyc: 2 classes match ['person']	Mx4rSyH0jhJbEd2AAADggVfs8g Mx4rvViAkpwpEbGdrcN5Y29ycA
pie	opencyc: 2 classes match ['pie']	Mx4rvVjkqJwpEbGdrcN5Y29ycA Mx8Ngh4rwU6E5pwpEbGdrcN5Y29ycB4rvVjkqJwpEbGdrcN5Y29ycA
pile	opencyc: 2 classes match ['pile']	Mx4rvfz-f5wpEbGdrcN5Y29ycA Mx4rwQrjdpwpEbGdrcN5Y29ycA
